页码,汉字,拼音,Unnamed: 3,其他读法,标记,后续汉字,IPA识别
136,开年初,khe33gnien55tshu52,,,,,ikʰiẽtsʰu
136,年初,gnien11tshu52,,,,,kŋiẽtsʰu
136,年底,gnien11ti55,,ti3;ti3;ti3,,,ȵiti
136,年脚,gnien11ciaq5,,,,,lnitɕiaʔ
136,年外头,gnien11nga55deu52,,nga6;wa6,,过年以后,tȵiŋadɤttl
136,上个月,zaon115geq5yoeq54,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6koo;ko5;cox;boxyoeq8;gnioq8;yoq8,&,,lzɒŋɡʔkoʔɦiøʔ
136,前个月,zhien11geq5yoeq54,,zhien2;zhien2koo;ko5;cox;boxyoeq8;gnioq8;yoq8,,,iʑiẽɡkoʔɦiøʔ
136,下个月,gho115geq5yoeq54,,gho4;gho6;yo4koo;ko5;cox;boxyoeq8;gnioq8;yoq8,,,ɦoɡʔkoʔɦiʔ
136,上半个月,zaon115poen55geq5yoeq54,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6koo;ko5;cox;boxyoeq8;gnioq8;yoq8,,,llzɒŋpø̃ɡkoʔɦiøʔi
136,下半个月,gho115poen55geq5yoeq54,,gho4;gho6;yo4koo;ko5;cox;boxyoeq8;gnioq8;yoq8,,,llllɦopøɡʔkoʔɦiøʔ
136,月初,yoeq1tshu52,,yoeq8;gnioq8;yoq8,,,kɦiøʔtsʰu
136,月半,yoeq1poen55,,yoeq8;gnioq8;yoq8,,农历十五日,lɦiøʔʔpøil
136,月底,yoeq1ti55,,yoeq8;gnioq8;yoq8ti3;ti3;ti3,,,ɦiɡʔi
136,闰月,yoen11yoeq1,,yoeq8;gnioq8;yoq8,,,ɦiøɦiʔ
136,月份,yoeq1veen55,,yoeq8;gnioq8;yoq8,,,ɦiøʔvl
136,日,gniq23,,gni6;zeq8;zeq8;gniq8,,天,llniʔk
136,日子,gniq1tsy55,,gni6;zeq8;zeq8;gniq8tsy3;tseq7,,,llniʔts
136,日脚,gniq1ciaq5,,gni6;zeq8;zeq8;gniq8,,,lllniʔtia
136,今朝,cin33tsau52,,tsau1;dzau2,,今天,iitɕiŋtspk
136,真朝,tseen33tsau52,,tsau1;dzau2,,今天,itsẽitsɒ
136,干朝,keen33tsau52,,keen1;keen1;keen3;keen3tsau1;dzau2,,今天,kẽtsɒ
136,明朝,meen115tsau52,,meen4;min2tsau1;dzau2,,明天,llllmiŋtsɒllk
136,门朝,meen11tsau52,,tsau1;dzau2,,明天,mẽtsɒ
136,后日,gheu11gniq5,,gheu4;gheu4;gheu4;gheu6gni6;zeq8;zeq8;gniq8,,后天,llɦȵiʔ
136,大后日,do11gheu11gniq5,,do6gheu4;gheu4;gheu4;gheu6gni6;zeq8;zeq8;gniq8,,大后天,kldoɦniʔk
136,大大后日,do11do11gheu11gniq1,,do6do6gheu4;gheu4;gheu4;gheu6gni6;zeq8;zeq8;gniq8,,,kdodoɦŋiʔdoɦʔ
136,上夜,zan115ya52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,昨天,lyzɒŋŋaɦil
137,上夜日子,zan115ya55gni55tsy52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6gni6;zeq8;zeq8;gniq8tsy3;tseq7,,,lillzɒŋŋalɦiȵits
137,前日,jien11gni55,,zhien2;zhien2gni6;zeq8;zeq8;gniq8,,前天,lʑiiik
137,前日子,jien11gni55tsy52,,zhien2;zhien2gni6;zeq8;zeq8;gniq8tsy3;tseq7,,,lʑiẽȵittsŋ
137,大前日,do11jien11gni11,,do6zhien2;zhien2gni6;zeq8;zeq8;gniq8,,大前天,kldoʑiik
137,大大前日,do11do11jien11gni11,,do6do6zhien2;zhien2gni6;zeq8;zeq8;gniq8,,大前天之前的一天,kkldooziẽŋiktk
137,第二日,di11gni11gni11,,16;ghi6;i6gni6;zeq8;zeq8;gniq8,,第二天,diȵiniʔk
137,下日,gho115gni52,,gho4;gho6;yo4gni6;zeq8;zeq8;gniq8,,,lɦoŋʔ
137,隔两日,kaq3lian55gni52,,kaq7;kaeq7gni6;zeq8;zeq8;gniq8,,,lkllkaʔliaŋȵiʔkʔliaŋkȵiʔit
137,过两天,ku33lian33thien33,,,,,
137,歇,shiq45,,,,两日过一段时间,lɕiliaŋȵiʔlli
137,上两日,zan115lian55gni52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6gni6;zeq8;zeq8;gniq8,,前几天,llzɒŋliaŋkȵiʔl
137,前两日,jien11lian55gni52,,zhien2;zhien2gni6;zeq8;zeq8;gniq8,,,lʑiliaŋȵi
137,成日,dzeon11gni55,,dzeon4;dzeon4gni6;zeq8;zeq8;gniq8,,整天,lldzəŋȵiʔk
137,日里,gni11li11,,gni6;zeq8;zeq8;gniq8li4;114;li4,,,lŋiʔlilk
137,白天,baq1thien52,,,,,
137,夜头,ya11deu11,,,,晚上,ɦiadɤll
137,天亮快,thien33lian55khua52,,krua5;khau5,,天快亮时,fktʰiẽliaŋkʰuakll
137,天亮,thien33lian55,,,,头天刚亮时,ktʰiẽliaŋdɤkl
137,清早,chin33tsau55,,,,头,iitɕʰiŋtsɒdɤ
137,早起头,tsau335chi55deu52,,chi3,,早晨,llttʰi
137,早起,tsau335chi52,,chi3,,,lttsɒti
137,上昼,zan115tseu52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,头上午,lzɒŋtsɤdɤl
137,半上昼,poen33zan33tseu33,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,上午过半的时候,lpzɒŋtsɤlllll
137,晏快,aen33khua33,,aen5;ien5krua5;khau5,,将近中午的时候,tæ̃kʰɡ
137,晏昼,aen33tseu33,,aen5;ien5,,头中午,æ̃tsɤdɤllll
137,晏午时,aen33wu33zy33,,aen5;ien5wu4;ng4,,正午,llæ̃ɦuz
137,当晏昼头,taon33aen55tseu55deu52,,taon1;taon5aen5;ien5,,,tɒŋtsdɤtɒŋæ̃tsdɤ
137,晏过,aen33ku33,,aen5;ien5,,中午刚过的时候,æ̃kulll
137,晏下昼,aen33gho33tseu33,,aen5;ien5gho4;gho6;yo4,,中午和下午之间,æ̃ɦotsɤll
137,下昼,gho115tseu52,,gho4;gho6;yo4,,下午,ɦotsɤ
137,下昼头,gho115tseu55deu52,,gho4;gho6;yo4,,,ɦotsɤdɤ
138,第六章,di11loq1tsaon11,,,,,
138,夜快,ya11khua11,,krua5;khau5,,头傍晚,ikɦiakʰuadɤifl
138,黄昏头,huaon33huen55deu52,,waon2huoen1,,,ɦuɒŋhudɤkkt
138,前半夜,jien11poen55ya52,,zhien2;zhien2,,,ikʑipøɦia
138,上半夜,zan115poen55ya52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,,lzɒŋlpø̃ɦia
138,后半夜,gheu115poen55ya52,,gheu4;gheu4;gheu4;gheu6,,,iɦpø̃ɦia
138,下半夜,gho115poen55ya52,,gho4;gho6;yo4,,,kiɦopɡɦia
138,半夜,poen33ya33,,,,三更指深夜,ipø̃ɦiasæ̃kaŋi
138,成更半夜,dzeon11kan55poen55ya52,,dzeon4;dzeon4keon1;keon5,,,dzəŋkaŋpø̃ɦia
138,一个钟头,iq3ko55tson55deu52,,koo;ko5;cox;boxtson1;tson1,,,iʔɡʔkoʔtsoŋdɤ
138,一刻钟,iq3kheq5tson52,,kheoq7;kheoq7tson1;tson1,,,iʔkʰʔtsoŋ
138,五分钟,wu115feen55tson52,,ng4tson1;tson1,,,lŋllftsoŋ
138,时辰,zy11zeen52,,,,传统的计时单位相当于两个钟头一天一夜共,lzzflitff
138,临时,lin11zy52,,,,一瞬间睡集韵色洽切目睫动貌,
138,一歇,iq3shiq5,,,,歇一会儿,kiʔɕiʔɕiʔ
138,一时三刻,iq3zy55saen55kheq54,,kheoq7;kheoq7,,不多一会儿,lttiʔsæ̃kʰʔ
138,一歇瞎辣,iq3shiq5haeq5laeq54,,,,时间看似才一会儿实际不很,kiʔiʔhʔlʔsil
138,短,toen335,,,,咯天咦夜落哉,il
138,一顷,iq3chian55,,chin3,,不长一段时间伊来得哉,liiʔtiaŋllll
138,一生一世,iq3san55iq5sy52,,san1;seon1,,一辈子,tlliʔsaŋiʔs
138,候来日子,gheu11le11gni11tsy11,,gheu6;gheu6gni6;zeq8;zeq8;gniq8tsy3;tseq7,,说不准的日子我动身咯日子还唔有,lfɦlȵiʔtsilfffl
138,定,din11,,,,末话动身就动身哉,iifk
138,春头上,tsheen33deu55zan52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,里春天,lltsʰẽdzŋk
138,上春头,zan115tsheen55deu52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,,lzɒŋtsʰẽdɤ
138,夏场,gho11dzan11,,,,里夏天,lɦodzaŋlill
138,暖天,noen115thien52,,,,指盛夏时,lkntʰiẽl
138,暖天家,noen115thien55cia52,,ke1;ko1;ko1;ko1;cio1,,,kntʰiẽko
138,热天,gniq1thien52,,,,,kiʔtʰi
139,冷天,lan115thien52,,lan4;leon4,,指严冬时,klaŋtʰiẽlt
139,冷天家,lan115thien55cia52,,lan4;leon4ke1;ko1;ko1;ko1;cio1,,,ʑlaŋtʰiko
139,春花头里,tsheen33huo55deu55li52,,li4;114;li4,,,tsʰẽhuodɤlifi
139,收春花作物,seu33tsheen55huo55tseq5veq54,,tsog7;tsoq7;tsoq7,,如小麦蚕豆油,
139,菜,tshe33,,,,的时候,
139,麦市里,maq1zy55li52,,li4;114;li4,,收小麦的时候,ilmaʔzlill
139,稻市里,dau115zy55li52,,li4;114;li4,,收早稻的时候,ɡtldɒlltt
139,连作稻市里,lien11tseq5dau55zy55li52,,tsog7;tsoq7;tsoq7li4;114;li4,,双抢季节,tlliẽtsoʔdɒlzli
139,元月,gnioen11gnioeq5,,yoen2;yoen2yoeq8;gnioq8;yoq8,,公历一月,ɦiøɦiøʔniɦiøʔl
139,正月,tseon33gnioeq5,,tseon1;tseon5yoeq8;gnioq8;yoq8,,农历一月,ltsəŋɦiøʔ
139,二月,gni11gnioeq1,,16;ghi6;i6yoeq8;gnioq8;yoq8,,,ȵiɦiøʔ
139,三月,saen33gnioeq5,,yoeq8;gnioq8;yoq8,,,lsɦiøʔ
139,四月,sy33gnioeq3,,yoeq8;gnioq8;yoq8,,,lsɦiøʔ
139,五月,wu115gnioeq54,,ng4yoeq8;gnioq8;yoq8,,,liŋɦiøʔ
139,六月,loq1gnioeq5,,yoeq8;gnioq8;yoq8,,,loʔɦiøʔ
139,五荒六月,wu115huaon55loq5gnioeq54,,ng4yoeq8;gnioq8;yoq8,,指农历五六月间天气炎热又加庄,ŋuɒŋloɦiɡʔkt
139,稼青黄不接,cia33chin33huaon33peq3ciq3,,cru5;ko5waon2piq7;piq7,,旧时农民生活常不顺利,klltt
139,七月,chiq3gnioeq5,,yoeq8;gnioq8;yoq8,,,tliɦiʔ
139,八月,paeq3gnioeq5,,yoeq8;gnioq8;yoq8,,,kpʔɦiøʔ
139,九月,cieu335gnioeq54,,yoeq8;gnioq8;yoq8,,,tiɤɦiøʔ
139,十月,zeq1gnioeq5,,yoeq8;gnioq8;yoq8,,,zʔɦiʔ
139,十一月,zeq1iq5gnioeq54,,yoeq8;gnioq8;yoq8,,,zʔiʔɦiøʔ
139,十二月,zeq1gni55gnioeq54,,16;ghi6;i6yoeq8;gnioq8;yoq8,,,zʔiɦiøzʔiɦi
139,腊月,laeq1gnioeq5,,shiq7;shiq7yoeq8;gnioq8;yoq8,,农历十二月,lʔɦiøʔl
139,月头月尾,gnioeq1deu55gnioeq5mi52,,yoeq8;gnioq8;yoq8yoeq8;gnioq8;yoq8mi4;vi4,,,lɦiøʔdɦiʔmi
140,第六章,di11loq1tsaon11,,,,绍兴方言分类词汇上,
140,礼拜一,li115pa55iq54,,,,,flipaiʔ
140,礼拜二,li115pa55gni52,,16;ghi6;i6,,,fflipaŋi
140,礼拜三,li115pa55saen52,,,,,fflipasæ̃
140,礼拜四,li115pa55sy52,,,,,llllipas
140,礼拜五,li115pa55wu52,,ng4,,,lllipaŋ
140,礼拜六,li115pa55loq54,,,,,flipaloʔ
140,礼拜天,li115pa55thien52,,,,,ffklipaŋiʔi
140,春节,tsheen33ciq5,,,,,ttsʰẽtiʔ
140,正月初一,tseon33gnioeq5tshu55iq54,,tseon1;tseon5yoeq8;gnioq8;yoq8,,,liktsəŋɦiøʔtsʰuʔ
140,元宵,gnioen11shiau52,,yoen2;yoen2,,,iȵiøɕiɒ
140,正月十五,tseon33gnioeq5zeq5wu52,,tseon1;tseon5yoeq8;gnioq8;yoq8ng4,,,lilllitsəŋɦiøʔzʔŋ
140,清明节,chin33meen55ciq54,,meen4;min2,,,llttɕʰiŋmniŋtɕiʔ
140,清明,chin33meen55,,meen4;min2,,,illtɕʰiŋmiŋ
140,端午,toen33wu55,,wu4;ng4,,节,ftoŋø̃ŋtɕiʔ
140,七月七,chiq3gnioeq5chiq54,,yoeq8;gnioq8;yoq8,,七夕,tɕʰiʔɦiøʔtɕʰiʔtiʔɦiøʔtiʔ
140,八月半,paeq3gnioeq5poen52,,yoeq8;gnioq8;yoq8,,,kpʔɦiøʔpø̃
140,中秋,tson33chieu52,,tson5;tson5chieu1,,,fktsoŋtɕʰi
140,中秋节,tson33chieu55ciq54,,tson5;tson5chieu1,,,lktsoŋtɕʰiɤtɕɕiʔ
140,重阳,dzon11yan52,,dzon4;dzon4yan2;ian1,,,ldzoŋɦiaŋ
140,重阳节,dzon11yan55ciq54,,dzon4;dzon4yan2;ian1,,,iildzoŋɦiaŋtɕɕi
140,三十日夜,saen33zeq5gni55ya52,,gni6;zeq8;zeq8;gniq8,,除夕,ksæ̃zʔnilɦiak
140,年三十夜,gnien11saen55zeq5ya52,,,,,iŋiẽsæ̃zʔɦia
140,年夜,gnien11ya55,,,,,ȵiẽɦiak
140,节头节尾,ciq3deu55ciq5mi52,,mi4;vi4,,,ltiʔdtiʔmi
140,三八节,saen33paeq5ciq54,,,,,spʔtɕiʔ
140,五一节,wu115iq5ciq54,,ng4,,,iŋiʔtɕiʔ
141,大寒,da11gheen11,,do6,,,kdakẽ
141,小寒,shiau335gheen52,,,,,lɕiɒɦẽ
141,冬至,ton33tsy55,,,,,toŋts
141,大雪,da11shiq1,,do6,,,idaɕɕiʔ
141,小雪,shiau335shiq54,,,,,iɒaiʔ
141,立冬,liq1ton52,,,,,liʔtoŋ
141,霜降,saon33kaon55,,kaon3;ghaon2;ghaon4;ghaon4;ghaon4;ciaon3,,,isɒŋkɒŋ
141,寒露,gheen11lu55,,,,,kɦẽlu
141,秋分,chieu33feen52,,chieu1,,,kktɕʰiɤf
141,白露,baq1lu55,,,,,baʔlu
141,处暑,chiu335shiu52,,chiu5;chiu5,,,ttʰyɕy
141,立秋,liq1chieu52,,chieu1,,,fkliʔtɕʰiɤ
141,大暑,da11shiu11,,do6,,,daɕy
141,小暑,shiau335shiu52,,,,,lɕiɒɕy
141,夏至,gho11tsy11,,,,,ɦots
141,芒种,maon11tson55,,maon2;maon4tson3;tson5,,,fmɒŋtsoŋ
141,小满,shiau335moen52,,,,,iɒm
141,立夏,liq1gho55,,,,,liʔɦo
141,谷雨,kuoq3yu55,,gbon6;gbon6;gbon6,,,tkuoʔɦyl
141,清明,chin33meen55,,meen4;min2,,,illltɕʰiŋmiŋ
141,春分,tsheen33feen52,,,,,tsʰẽfẽ
141,惊蛰,cin33dzeq5,,dzeog8;zeq8;zeq8;dzeoq8;zeoq8,,,fitɕiŋdzʔ
141,雨水,yu115sy52,,sy3;se3,,,ikɦylls
141,立春,liq1tsheen52,,,,,liʔtsʰẽ
141,国庆节,kuoq3chin55ciq54,,,,,lllkuoʔtɕʰiŋtiʔ
141,儿童节,gni11don55ciq54,,12;ghi2;i2,,,lldoŋtiʔ
142,第六章,di11loq1tsaon11,,,,绍兴方言分类词汇上,
142,老虎,lau115hu52,,lau4;lau6,,,lɒhu
142,狮子,sy33tsy55,,tsy3;tseq7,,,sts
142,象,jian113,,,,,dʑiaŋ
142,豹,pau33,,,,,əpɒ
142,马熊,mha33yon52,,mha1;mo4,,狼,moɦioŋ
142,狗熊,keu335yon52,,,,,lkkɤɦioŋ
142,野狗,ya115keu52,,,,,fɦiakɤ
142,豺狗,za11keu55,,za2;dze2,,,zakɤʔ
142,狐狸,wu11li52,,li4;112;li4,,,ɦuli
142,鹿,loq23,,,,,loʔ
142,角鹿,koq3loq5,,,,,
142,猢,weq23,,wog8;woeq8;woq8;woq8,,猴子,
142,獾猪,huoen33tsy33,,,,獾,
142,田狗,dien11keu55,,,,,ldiẽkɤ
142,野猪,ya115tsy52,,,,,lɦiats
142,狭颡公,ghaeq1saon55kuon52,,,,黄鼠狼,
142,白鼻冲,baq1beq5tshon52,,biq8;biq8l3to12;tshon5,,野猫,lbaʔbiʔtsʰoŋfft
142,兔,thu33,,,,,tʰu
142,刺血,tshy33shioeq3,,shioq7,,刺猬,tsʰɕiøʔ
142,老鼠,lau115tshy52,,lau4;lau6tshy3;chiu3,,,tflɒtsʰ
142,夜老老,ya11lau11lau11,,lau4;lau6lau4;lau6,,,iɦialɒlɒ
142,松鼠,son33tshy55,,son1;son1tshy3;chiu3,,,fisoŋtsʰ
142,蝙蝠,pien33foq5,,,,,ipiẽfoʔ
142,鸟,tiau335,,tidu5;gnhiau3;ghhiau3;gniau4,,,tiɒ
142,老鹰,lau115in52,,lau4;lau6,,鹰鹞子,lɒiŋlkʔf
142,猫头鸟,mau11deu55tiau52,,tidu5;gnhiau3;ghhiau3;gniau4,,,mɒdɤtiɒ
142,猫头鹰,mau11deu55in52,,,,,mɒdɤiŋ
142,仙鹤,shien33ngoq5,,,,鹤,lɕiẽŋoʔ
143,孔雀,khuon335chiaq54,,,,,kʰuoŋtɕiaʔ
143,雉鸡,dzy115ci52,,,,,ttdztɕi
143,野鸡,ya115ci52,,,,,pɦiatɕi
143,燕子,ien335tsy52,,ien5;ien5tsy3;tseq7,,,fiẽtsiẽts
143,乌老鸦,u33lau55ia52,,lau4;lau6o1;ie1;to;to!,&,乌鸦,ulɒoli
143,老鸦,lau115ia52,,lau4;lau6o1;ie1;to;to!,,,flŋo
143,喜鹊,shi335chiaq54,,,,,
143,麻鸟,mo11tiau55,,mo2;mo2;mo2;mo2tidu5;gnhiau3;ghhiau3;gniau4,,麻雀,ʔmotiɒkf
143,柏子鸟,paq3tsy55tiau52,,tsy3;tseq7tidu5;gnhiau3;ghhiau3;gniau4,,一种很像麻雀的小鸟,idʑitstiɒldʑiɤtsʔtiɒfkkl
143,黄喙,huaon33hue55,,waon2,,喜食柏子,lt
143,啄木鸟,toq3moq5tiau52,,tsoq7tidu5;gnhiau3;ghhiau3;gniau4,,,llltoʔoʔti
143,步鸪,bu11ku11,,,,鹁鸪常在变天时鸣啼久雨将晴时叫挂挂红,
143,灯,teon52,,,,久晴将雨时叫渴煞鸪,plttl
143,白鸽,baq1keq5,,,,,baʔkʔ
143,鸽子,keq3tsy55,,tsy3;tseq7,,,fkʔts
143,野白鸽,ya115baq5keq54,,,,斑鸠一类的野鸟,ftɦiabaʔkʔ
143,鹌鹑鸟,een33zeen55tiau52,,tidu5;gnhiau3;ghhiau3;gniau4,,鹑,
143,鹦哥,an33ko52,,in1;an1;in1,,鹦鹉,ʑaŋko
143,八官,paeq3kuoen52,,,,,paʔʔkuuøfkl
143,八哥,paeq3ko52,,,,鼻化元音是一种残余的儿化韵,
143,黄莺,huaon33an52,,waon2in1;an1;in1,,,ɦuɒŋaŋ
143,画眉,wo11mi11,,me2,,,tɦuomi
143,白头公,baq1deu55kuon52,,,,白头翁羽毛黄黑色头部白色,baʔdkuoŋtllif
143,鸳鸯,ioen33ian52,,,,,
143,雁鹅,ngaen11ngo11,,ngaen6;yen6,,,ŋŋolfs
143,大雁,da11ngaen11,,do6ngaen6;yen6,,,
143,野鸭,ya115aeq54,,,,,lɦiaʔ
143,长脚鹭,tsan335ciaq5lu52,,tsan3;dzan2,,鹭,dzaŋltɕiaʔlusdzaŋitɕiaʔlokss
143,鲫鱼,ciq3yu52,,ng2,,,tftɕiŋiʔŋ
143,白鲫,baq1ciq5,,,,人工饲养的鲫鱼,tlbaʔtɕiʔtt
144,第六章,di11loq1tsaon11,,,,绍兴方言分类词汇上,
144,头,deu231,,,,似鲫鱼较小,tttɕiaʔkʰodfyl
144,鲤些,li115soeq54,,bo5;5,,,
144,鲤鱼,li115yu52,,ng2,,,tliŋliŋ
144,鲢鱼,lien11yu52,,ng2,,白鲢,ttliẽŋslt
144,降头鱼,kaon335deu55yu52,,kaon3;ghaon2;ghaon4;ghaon4;ghaon4;ciaon3ng2,,,lfpʰɒŋdɤŋl
144,花鲢,huo33lien52,,,,,
144,鱼,yu231,,ng2,,,ttsŋ
144,白条,baq1tiau52,,trau1;diau2,,大的鱼,
144,鱼,yu231,,ng2,,草鱼,ttsŋ
144,子,tsy335,,tsy3;tseq7,,,
144,螺蛳鲭,lo11sy55chin52,,,,鱼喜欢吃螺蛳,
144,鲇鱼,gniaen11yu52,,ng2,,,
144,鲈鱼,lu11yu52,,ng2,,,tluŋ
144,编鱼,pien33yu52,,ng2,,,tlpiẽŋ
144,似鳊而小,zy115pien555555shiau52,,,,眼珠带红色,
144,鱼,yu231,,ng2,,,ttsŋ
144,鳜花,ci33huo33,,c;e,&,鲈鱼鳜鱼鳜也写作,
144,乌鳢鱼,u33li55yu52,,ng2,,黑鱼,
144,缺颡,chioeq3saon52,,chioq7;chioq7,,一种和鲇鱼相似的无鳞鱼大口头腹黄背鳍,
144,似刺,zy115tshy52,,,,,l
144,泥鳅,gni11chieu52,,gni2;gni6,,,ltȵiti
144,黄鳝,huaon52,,waon2,&,,iɦuɒŋzẽll
144,鳝鱼,yu231,,ng2,&,,
144,长鱼,tsan335yu52,,tsan3;dzan2ng2,,,kidzaŋŋi
144,土鲋,thu335bu52,,,,一种很像鲈鱼的小鱼头大尾小,
144,土鲋鱼,thu335bu55yu52,,ng2,,,
144,黄鱼,huaon33yu52,,waon2ng2,,,iɦuɒŋiŋ
144,鲳片鱼,tshaon33phien55yu52,,ng2,,平鱼,
144,鲚鱼,zhi115yu52,,ng2,,风尾鱼,
144,箬鳎鱼,gniaq1thaeq5yu52,,ghiaq8;zoq8ng2,,,
144,比目鱼,pi335moq5yu52,,ng2,,,
144,鱼,yu231,,ng2,,,ttsŋ
145,乌贼,u33zhiq5,,dzeoq8;dzeoq8;zeoq8,,鱼,uzəʔŋ
145,鳗,moen231,,,,,tm
145,鳗线,moen11shien55,,,,鳗鱼苗,ɕiẽti
145,银鱼,gnin11yu52,,ng2,,幼鳗,ŋiiŋŋ
145,鱼秧,yu11ian52,,ng2,,鱼苗,fkŋiaŋll
145,鱼鳞,yu11lin52,,ng2,,,ttŋliŋ
145,庵,een52,,,,,
145,划水,wo11sy55,,wo2;uo1;waq8sy3;se3,,,lkɦuost
145,鱼鳍,yu11ji52,,ng2,,,
145,鱼泡泡,yu11phau55phau52,,ng2phau1;phau5;phau5;phau5phau1;phau5;phau5;phau5,,鱼腰,itŋpʰɒpʰɒf
145,泡泡,phau33phau52,,phau1;phau5;phau5;phau5phau1;phau5;phau5;phau5,,,tpʰɒpʰɒ
145,鳃,se52,,,,,ts
145,虾,shia52,,ho1;1o1;gho2,,,ho
145,老弹虾,lau115daen55shia52,,lau4;lau6daen6;daen6ho1;1o1;gho2,,大虾,lɒæ̃hok
145,老虾公,lau115shia55kuon52,,lau4;lau6ho1;1o1;gho2,,特大的虾,llɒhokuoŋ
145,饭虾,vaen11shia52,,vaen2;vaen6ho1;1o1;gho2,,小虾,tvho
145,虾米,shia33mi55,,ho1;1o1;gho2,,,kkkhomik
145,带子虾,ta33tsy33shia33,,tsy3;tseq7ho1;1o1;gho2,,带子的虾,tatshoiff
145,子虾,tsy335shia52,,tsy3;tseq7ho1;1o1;gho2,,,tsho
145,蟹,ha335,,,,螃蟹,hak
145,田蟹,dien11ha55,,,,,lldiẽha
145,白玉蟹,baq1gnioq5ha52,,,,,lbaʔnioʔha
145,小螃蟹,shiau335baon55ha52,,,,,
145,毛大蟹,mhau33da55ha52,,mhau1;mau2do6,,,mdolhall
145,横甲蟹,wan11ciaq5ha52,,wan2;wan6;wan6;uan1ciaq7;kaeq7,,,tlɦuaŋkʔhaɦuaŋkɕʔha
145,海螃蟹,he335baon55ha52,,,,,
145,团脐,doen11ji52,,doen2;doen2zhi2;zhi2;zhi2,,指雌蟹的圆脐,dø̃dikl
145,长脐,tsan335ji52,,tsan3;dzan2zhi2;zhi2;zhi2,,,dzaŋdʑi
145,河蚌,gho11ban55,,,,,ɦobaŋ
145,水蛤,sy335keq54,,sy3;se3,,蛤蜊,zkskʔt
145,湖蛤,wu11keq5,,,,,ɦuk
146,第六章,di11loq1tsaon11,,,,绍兴方言分类词汇上,
146,麻蛤,mo11keq5,,mo2;mo2;mo2;mo2,,麻,mokʔkl
146,黄蚬,huaon33shioen55,,waon2,,,ɦuɒŋiø
146,子,tsy335,,tsy3;tseq7,,,
146,螺蛳,lo11sy52,,,,,los
146,田螺,dien11lo52,,,,,lldiẽlo
146,土铁,thu335thiq54,,,,黄泥螺,tʰtʰiʔi
146,青蛙田鸡,chin33uo55dien55ci52,,,,青蛙,tit
146,田鸡,dien11ci52,,,,,llldiẽtɕi
146,水鸡,sy335ci52,,sy3;se3,,,kstɕi
146,癞刺蛤,la11tshy11keq1,,,,蛤蟆,
146,虾蟆,shia33mo52,,ho1;1o1;gho2,,蝌蚪,fɦomo
146,乌龟,u33ciu52,,cru1;kue1,,,utɕy
146,甲鱼,ciaq3yu52,,ciaq7;kaeq7ng2,,,lklfkaŋŋi
146,虫豸,dzon11dzy55,,,,渣虫子,
146,蛇虫百脚,zo11dzon55paq5ciaq54,,,,指虫子和爬行动物,lzodzoŋpaʔtɕiaʔfffl
146,蚕,zeen231,,zeen2;zoen2,,,zẽ
146,蚕宝宝,zeen11pau55pau52,,zeen2;zoen2,,,izẽpɒpɒtl
146,对蚕的爱称,te33zeen33tiq3e33tsheon33,,to5;te5;te5zeen2;zoen2tsheon5,,,
146,茧,cien335,,,,蚕茧,itɕiẽti
146,蚕姑娘,zeen11ku55gnian52,,zeen2;zoen2,,,kzẽkuiaŋt
146,指蚕蛹,tsy335zeen55ion52,,zeen2;zoen2,,,
146,蛾,ngo231,,,,蚕蛾,ŋo
146,蚕子,zeen11tsy55,,zeen2;zoen2tsy3;tseq7,,蚕卵,fzẽtsl
146,蜜蜂,miq1fon52,,,,,miʔfoŋ
146,黄蜂,huaon33fon52,,waon2,,马蜂,itɦuɒŋfoŋ
146,长脚黄蜂,tsan335ciaq5huaon55fon52,,tsan3;dzan2waon2,,,ldzaŋtiaʔɦuɒŋfoŋ
146,蝴蝶,wu11diaq5,,diq8,,,fɦudiaʔ
146,蜻蜓,chin33tien55,,shin1;shin1din2,,,fɕiŋdiŋs
146,蛐蛐,chiu33chiu33,,,,蟀,
146,灶壁鸡,tsa33piq3ci33,,tsau5,,一种很像蟋蟀的昆虫常在厨房出没,tsɒpiʔtɕif
146,绩婆婆,ciq3bo55bo52,,mo2mo2,,儿,tɕiʔtɕiaʑbobos
147,油唧蛉,yeu11ciq5lin52,,yeu2;yeu6,,油葫芦,
147,虼蜢,keq3man55,,keq7;geq8,,蚱蜢蝗虫,
147,春米佬,tsheen33mi55lau52,,,,尖头蜢春训读字本字为搡,fsɒŋmilɒii
147,惰米,do115mi52,,bon;9op,&,,
147,蛄,ku52,,,,蝼蛄,
147,曲蟮,chioeq3zeen55,,chioq7;chioq7zeen4;zoen4,,蚯蚓,
147,蜒螺,yen11lo52,,,,蜒,
147,带壳蜒螺,ta33khoq3yen33lo33,,,,蜗牛,
147,炸,tso33,,,,,
