split	page	row_index	hanzi	wupin	ipa	ipa_digits	image	quality	match_score	candidate_headword	pdf_text	crop_bbox	tone_position	tone_upper_components	tone_lower_components	tone_paired_components	tone_baseline_y
val	338	6	葛老信	keq3lau55shin52	kᴇʔ³lɤ⁵⁵ɕiŋ⁵²	kᴇʔ3lɤ55ɕiŋ52	val/images/page_338_0006.png	matched	0.6667	葛老倌	葛老倌ke?nol欢通”这个人。	(248.0, 378.0, 321.0, 417.25)	both_upper_lower	2	1	2	110.67
review	338	9	葛里	keq3li55	kᴇʔ³li⁵⁵	kᴇʔ3li55	review/images/page_338_0009.png	weak_match	0.5	葛电	葛电ke?~5li片｀这电。	(225.0, 495.0, 319.0, 534.0)	both_upper_lower	6	3	8	105.83
review	338	10	亨里	han33li55	haŋ³³li⁵⁵	haŋ33li55	review/images/page_338_0010.png	weak_match	0.5	亨坠	亨坠ha咄l 心那小。	(225.0, 534.0, 322.0, 573.25)	both_upper_lower	6	2	4	118.31
val	338	11	葛头	keq3deu52	kᴇʔ³də⁵²	kᴇʔ3də52	val/images/page_338_0011.png	matched	1.0	葛头	葛头ke?45d咄这头c	(225.0, 573.0, 323.0, 612.25)	both_upper_lower	3	4	6	110.14
val	338	12	葛块	keq3khue55	kᴇʔ³kʰuᴇ⁵⁵	kᴇʔ3kʰuᴇ55	val/images/page_338_0012.png	matched	0.8	葛琉块	葛琉块ke?j5 t无背k'、UE甘	(273.0, 612.0, 344.0, 648.75)	both_upper_lower	2	1	2	110.50
val	338	13	葛块首	keq3khue55seu52	kᴇʔ³kʰuᴇ⁵⁵sə⁵²	kᴇʔ3kʰuᴇ55sə52	val/images/page_338_0013.png	matched	1.0	葛块首	葛块首ke?沁畔s烟	(274.0000915527344, 651.0, 391.0, 690.25)	both_upper_lower	1	3	2	112.83
val	338	14	亨头	han33deu52	haŋ³³də⁵²	haŋ33də52	val/images/page_338_0014.png	matched	1.0	亨头	亨头halJ裴d咄那头。	(226.0, 691.0, 333.0, 729.0)	both_upper_lower	5	5	12	108.50
val	338	15	亨块	han33khue55	haŋ³³kʰuᴇ⁵⁵	haŋ33kʰuᴇ55	val/images/page_338_0015.png	matched	0.8	亨珔块	亨珔块halJi沺谓k11uE甘	(274.0000915527344, 729.0, 399.0000915527344, 767.0)	both_upper_lower	4	5	9	109.50
val	338	16	亨块首	han33khue55seu52	haŋ³³kʰuᴇ⁵⁵sə⁵²	haŋ33kʰuᴇ55sə52	val/images/page_338_0016.png	matched	1.0	亨块首	亨块首haIJ职u忒s砌	(276.0002136230469, 768.0, 359.0, 807.25)	both_upper_lower	2	1	2	114.50
val	338	17	葛半边	keq3poen55pien52	kᴇʔ³pø̃⁵⁵piẽ⁵²	kᴇʔ3pø̃55piẽ52	val/images/page_338_0017.png	matched	0.6667	葛平边	葛平边ke许p础p元”这边。	(252.0, 807.0, 350.0, 846.25)	both_upper_lower	4	1	1	117.57
val	338	18	亨半边	han33poen55pien52	haŋ³³pø̃⁵⁵piẽ⁵²	haŋ33pø̃55piẽ52	val/images/page_338_0018.png	matched	1.0	亨半边	亨半边ha咄p础pies1 那边。	(251.0, 846.0, 396.0, 884.0)	both_upper_lower	7	3	4	118.48
val	338	19	那边	nha33pien52	hna³³piẽ⁵²	hna33piẽ52	val/images/page_338_0019.png	matched	1.0	那边	亨半边ha咄p础pies1 那边。	(451.0, 846.0, 479.0, 884.0)	no_detected_tone_digits	0	0	0	138.19
val	338	20	葛时光	keq3zy55kuaon52	kᴇʔ³zɿ⁵⁵kuɒŋ⁵²	kᴇʔ3zɿ55kuɒŋ52	val/images/page_338_0020.png	matched	0.6667	泌时光	泌时光ke?4s勾铲kUOJJ52 这时候。	(252.00021362304688, 885.0, 404.0002136230469, 921.75)	upper_only	6	0	0	118.72
val	338	21	亨时光	han33zy55kuaon52	haŋ³³zɿ⁵⁵kuɒŋ⁵²	haŋ33zɿ55kuɒŋ52	val/images/page_338_0021.png	matched	1.0	亨时光	亨时光haIJ牡芍H' kuOIJS2 那时候。	(252.0, 924.0, 413.0, 963.25)	upper_only	1	0	0	122.03
review	338	22	葛歇	keq3shiq5	kᴇʔ³ɕiʔ⁵	kᴇʔ3ɕiʔ5	review/images/page_338_0022.png	weak_match	0.5	曷歇	曷歇ke?归i e?15 这会儿。	(228.0, 964.0, 326.0, 1002.0)	both_upper_lower	4	2	2	116.54
val	338	23	葛	keq45	kᴇʔ⁴⁵	kᴇʔ45	val/images/page_338_0023.png	matched	1.0	葛	葛［歇］卯ke?n~ ie背]mo炉	(229.0, 1003.0, 300.0, 1041.0)	upper_only	3	0	0	110.81
review	338	24	亨卯	han33mau55	haŋ³³mɤ⁵⁵	haŋ33mɤ55	review/images/page_338_0024.png	weak_match	0.5	卯	"•)""'卯hal)~~mo矿那会儿。"	(227.99996948242188, 1041.0, 309.0, 1080.25)	both_upper_lower	2	1	2	118.94
review	338	25	是个	zy115ko52	zɿ¹¹⁵kɒ⁵²	zɿ115kɒ52	review/images/page_338_0025.png	weak_match	0.5	足个	足个［会] ze?P ge背( ko? )[t110梦］这么，那么：葛邓休要是个做	(225.0, 1079.0, 332.0, 1118.25)	upper_only	1	0	0	124.60
review	338	27	是介	zy115ka52	zɿ¹¹⁵ka⁵²	zɿ115ka52	review/images/page_338_0027.png	weak_match	0.5	足介	足介zc?f'gaU(k-) 这样，那样。	(224.0, 1153.1348876953125, 331.0, 1198.5)	upper_only	6	0	0	152.94
val	338	28	介	ka33	ka³³	ka33	val/images/page_338_0028.png	matched	1.0	介	介ka~~	(224.0, 1199.0, 265.0, 1237.0)	both_upper_lower	2	4	7	106.71
test	339	0	啥人	so33zeen33	sɒ³³zẽ³³	sɒ33zẽ33	test/images/page_339_0000.png	matched	1.0	啥人	啥人so朊il)铲	(281.0, 159.0, 373.0, 197.0)	both_upper_lower	6	2	5	122.82
test	339	1	何里老信	gha11li55lau55shin52	ɦa¹¹li⁵⁵lɤ⁵⁵ɕiŋ⁵²	ɦa11li55lɤ55ɕiŋ52	test/images/page_339_0001.png	matched	0.75	何里老倌	何里老倌fia和1拟lo县3ku护	(331.0, 198.0, 426.0, 236.0)	both_upper_lower	4	3	1	109.52
test	339	2	啥	so33	sɒ³³	sɒ33	test/images/page_339_0002.png	matched	1.0	啥	啥［东］西S033 [tOI)针]~iS2 什么（东西）。	(234.0, 237.0, 296.0, 275.0)	lower_only	0	2	0	115.58
test	339	4	何里个	gha11li55ko52	ɦa¹¹li⁵⁵kɒ⁵²	ɦa11li55kɒ52	test/images/page_339_0004.png	matched	1.0	何里个	何里个fia和Ji贮go'n5(k- )哪个。	(283.0000915527344, 316.0, 417.0000915527344, 352.75)	both_upper_lower	9	5	13	116.02
test	339	5	何里块首	gha11li55khue55seu52	ɦa¹¹li⁵⁵kʰuᴇ⁵⁵sə⁵²	ɦa11li55kʰuᴇ55sə52	test/images/page_339_0005.png	matched	0.75	何里块	何里块首fia和1心khUE牡S'ls'铲哪儿。	(283.0000915527344, 355.0, 357.0, 393.0)	upper_only	1	0	0	119.50
test	339	6	何里半边	gha11li55poen55pien52	ɦa¹¹li⁵⁵pø̃⁵⁵piẽ⁵²	ɦa11li55pø̃55piẽ52	test/images/page_339_0006.png	matched	1.0	何里半边	何里半边fia和1心p础pi萨哪边。	(307.0, 394.0, 395.0, 432.0)	both_upper_lower	7	4	8	115.72
test	339	7	啥介时光	so33ka33zy33kuaon33	sɒ³³ka³³zɿ³³kuɒŋ³³	sɒ33ka33zɿ33kuɒŋ33	test/images/page_339_0007.png	matched	1.0	啥介时光	啥介时光so沁a裴( k-) 勾f11kuol)H 哪会儿。	(308.0, 433.0, 455.0, 469.75)	both_upper_lower	4	1	1	117.06
test	339	8	啥时光	so33zy33kuaon33	sɒ³³zɿ³³kuɒŋ³³	sɒ33zɿ33kuɒŋ33	test/images/page_339_0008.png	matched	1.0	啥时光	啥时光so荔雷kuo旷	(308.0, 472.0, 419.0, 510.0)	both_upper_lower	6	1	2	115.13
test	339	9	捺个	naeq1ko55	næʔ¹kɒ⁵⁵	næʔ1kɒ55	test/images/page_339_0009.png	matched	1.0	捺个	捺个［套] n汜?Pgen3 (ko?) [t伺］怎么。	(266.0, 505.2015075683594, 364.0, 550.884521484375)	both_upper_lower	3	1	2	142.69
review	339	10	捺介	naeq1ka55	næʔ¹ka⁵⁵	næʔ1ka55	review/images/page_339_0010.png	weak_match	0.5	棕介	棕介n纪汗ga翡(k-)怎样。	(266.0, 550.0, 341.0, 586.75)	both_upper_lower	2	2	2	112.53
test	339	11	多少	to33sau55	tɒ³³sɤ⁵⁵	tɒ33sɤ55	test/images/page_339_0011.png	matched	1.0	多少	多少to~iso铲(I) 多少：来得～人?(2) 多么：小官人～聪	(261.0, 588.0, 359.0, 627.25)	both_upper_lower	5	3	5	119.56
test	339	13	为啥	we11so11	ɦᴇ¹¹sɒ¹¹	ɦᴇ11sɒ11	test/images/page_339_0013.png	matched	1.0	为啥	为啥fiu畔so县为什么：偌～勿来？	(260.0, 668.0, 338.0, 706.0)	upper_only	1	0	0	113.51
test	339	14	底个子	ti335ko55tsy52	ti³³⁵kɒ⁵⁵tsɿ⁵²	ti335kɒ55tsɿ52	test/images/page_339_0014.png	matched	1.0	底个子	底个子t严ko甘ts赏，t严kol~tse'l1~	(308.00006103515625, 706.0, 393.0, 744.0)	both_upper_lower	6	3	4	109.54
review	339	15	则	tseq45	tsᴇʔ⁴⁵	tsᴇʔ45	review/images/page_339_0015.png	weak_match	0.5	则哮	则哮tse?;sso~i (1) 为什么：偌～勿来?(2) 干什么：偌来亨～？	(265.0, 739.2014770507812, 345.0, 784.884521484375)	both_upper_lower	1	1	1	148.47
test	339	17	刚刚	kaon33kaon52	kɒŋ³³kɒŋ⁵²	kɒŋ33kɒŋ52	test/images/page_339_0017.png	matched	1.0	刚刚	刚刚kn吠kDl)线正，刚，刚才：我～看过。	(260.0, 940.0, 347.0, 979.25)	both_upper_lower	2	3	4	115.96
test	339	18	才至	dze11tsy55	dzᴇ¹¹tsɿ⁵⁵	dzᴇ11tsɿ55	test/images/page_339_0018.png	matched	1.0	才至	才至［新得] dz畔ts裕[Cil)识e?.1~]方才：我～归来咯。	(261.0, 979.0, 348.0, 1018.25)	both_upper_lower	3	4	4	114.90
test	339	19	新得	shin33teq5	ɕiŋ³³tᴇʔ⁵	ɕiŋ33tᴇʔ5	test/images/page_339_0019.png	matched	1.0	新得	新得CI祁te背伊～十夜来咯。	(286.0, 1018.0, 393.0, 1057.25)	both_upper_lower	4	1	1	118.19
test	339	20	当时	taon33zy52	tɒŋ³³zɿ⁵²	tɒŋ33zɿ52	test/images/page_339_0020.png	matched	1.0	当时	当时回归铲马上：伊～会来咯，偌稍为等伊歇好咪。	(261.0, 1057.0, 368.0, 1096.25)	lower_only	3	1	0	125.38
test	339	21	当就	taon33jieu55	tɒŋ³³dʑiə⁵⁵	tɒŋ33dʑiə55	test/images/page_339_0021.png	matched	1.0	当就	当就哼油i沈	(286.0, 1096.0, 361.0, 1135.25)	both_upper_lower	2	2	3	113.60
review	339	23	手	seu335	sə³³⁵	sə335	review/images/page_339_0023.png	weak_match	0.5	棵手	棵手lo盄s烟	(285.0, 1174.0, 356.0, 1213.25)	both_upper_lower	1	4	2	114.97
test	339	25	夹手	kaeq3seu55	kæʔ³sə⁵⁵	kæʔ3sə55	test/images/page_339_0025.png	matched	1.0	夹手	夹手K无汗s齿连忙：放落衣裳，～写得一张字条交拨伊。	(261.0, 1213.0, 359.0, 1252.25)	both_upper_lower	4	2	4	117.37
review	339	26	已经	yi115cin52	ɦi¹¹⁵tɕiŋ⁵²	ɦi115tɕiŋ52	review/images/page_339_0026.png	weak_match	0.5	巳经	巳经1 11如1)52	(262.0, 1293.0, 342.0, 1324.75)	upper_only	7	0	0	110.98
train	340	0	永古	ion335ku52	ioŋ³³⁵ku⁵²	ioŋ335ku52	train/images/page_340_0000.png	matched	1.0	永古	永古iOl)335ku铲长久．向来：伊我里～勿来咯。	(223.0, 186.0, 297.0, 222.75)	upper_only	4	0	0	116.55
train	340	1	老早	lau115tsau52	lɤ¹¹⁵tsɤ⁵²	lɤ115tsɤ52	train/images/page_340_0001.png	matched	1.0	老早	老早［就] lo盄tsol~5 [Qi戏］早就。	(222.0, 225.0, 338.0, 264.25)	both_upper_lower	4	4	2	116.98
train	340	2	十老八早	zeq1lau55paeq5tsau52	zᴇʔ¹lɤ⁵⁵pæʔ⁵tsɤ⁵²	zᴇʔ1lɤ55pæʔ5tsɤ52	train/images/page_340_0002.png	matched	1.0	十老八早	十老八早ze汗lo炉p忒符tso哿	(295.0, 265.0, 393.0, 303.0)	both_upper_lower	5	2	3	115.14
review	340	3	一向	iq3shian55	iʔ³ɕiaŋ⁵⁵	iʔ3ɕiaŋ55	review/images/page_340_0003.png	weak_match	0.5	一	一向ie?~5c ia1J~~ -且。	(198.0, 304.0, 305.0, 342.0)	upper_only	5	0	0	117.46
train	340	5	前	jien231	dʑiẽ²³¹	dʑiẽ231	train/images/page_340_0005.png	matched	1.0	前	前加23 1先。	(199.0, 382.0, 297.0, 417.5)	lower_only	3	1	0	115.00
train	340	6	本来	peen335le52	pẽ³³⁵lᴇ⁵²	pẽ335lᴇ52	train/images/page_340_0006.png	matched	1.0	本来	本来p沪l E铲起先。	(223.0, 421.0, 339.0, 459.0)	both_upper_lower	4	2	3	113.86
train	340	7	原底子	gnioen11ti55tsy52	ȵiø̃¹¹ti⁵⁵tsɿ⁵²	ȵiø̃11ti55tsɿ52	train/images/page_340_0007.png	matched	0.6667	原底	原底子m刮ti铲ts1铲	(248.0, 460.0, 338.0, 498.0)	both_upper_lower	3	2	3	113.15
train	340	8	头直	deu11dzeoq5	də¹¹dzəʔ⁵	də11dzəʔ5	train/images/page_340_0008.png	matched	1.0	头直	头直d11f向l cizg宵旧词。	(248.0, 498.0, 327.0, 536.0)	both_upper_lower	3	3	4	115.50
train	340	10	先	shien52	ɕiẽ⁵²	ɕiẽ52	train/images/page_340_0010.png	matched	1.0	先	先cies2	(224.0, 577.0, 270.0, 612.5)	upper_only	3	0	0	119.79
review	340	11	葛顷	keq3chian55	kᴇʔ³tɕʰiaŋ⁵⁵	kᴇʔ3tɕʰiaŋ55	review/images/page_340_0011.png	weak_match	0.5	葛倾	葛倾［里] ke? 如灯ag铲[Ii炉]( 1 ) 这阵子。(2) 近来。	(229.0, 611.9385986328125, 304.0, 656.6878051757812)	both_upper_lower	1	1	1	133.43
train	340	12	要	iau52	iɤ⁵²	iɤ52	train/images/page_340_0012.png	matched	1.0	要	要i矿(1) 要。(2) 将要、就要。	(338.0, 656.0, 400.0, 694.0)	lower_only	0	2	0	101.31
train	340	13	刚刚要	kaon33kaon55iau52	kɒŋ³³kɒŋ⁵⁵iɤ⁵²	kɒŋ33kɒŋ55iɤ52	train/images/page_340_0013.png	matched	1.0	刚刚要	刚刚要kDl)甘kogfoo甘在要。	(248.00021362304688, 696.0, 366.0, 732.75)	both_upper_lower	5	1	2	108.97
review	340	14	总算	tson335soen52	tsoŋ³³⁵sø̃⁵²	tsoŋ335sø̃52	review/images/page_340_0014.png	weak_match	0.5	总釭	总釭tSOl)mS拟终千。	(225.0, 734.0, 359.0, 770.75)	both_upper_lower	5	4	1	112.44
train	340	16	来哉	le11tsa52	lᴇ¹¹tsa⁵²	lᴇ11tsa52	train/images/page_340_0016.png	matched	1.0	来哉	来哉。＂瞄,, , 《集韵》色洽切．“ 目睫动貌” 。	(250.0, 807.2424926757812, 335.0, 850.60791015625)	lower_only	4	1	0	123.48
train	340	18	有时光	yeu115zy55kuaon52	ɦə¹¹⁵zɿ⁵⁵kuɒŋ⁵²	ɦə115zɿ55kuɒŋ52	train/images/page_340_0018.png	matched	1.0	有时光	有时光沁店术奴lkuOIJS2 偶尔：护～要骂两句人咯。	(250.00010681152344, 929.0, 325.0, 967.0)	upper_only	2	0	0	114.50
train	340	19	到介时光	ta33ka33zy33kuaon33	ta³³ka³³zɿ³³kuɒŋ³³	ta33ka33zɿ33kuɒŋ33	train/images/page_340_0019.png	matched	1.0	到介时光	到介时光to33ka33z甘3 1kuo1Js2, ta33ga33可W kuo1J 52	(297.0, 960.9385986328125, 374.0, 1005.6878051757812)	lower_only	2	1	0	152.04
train	340	20	一时头里	iq3zy55deu55li52	iʔ³zɿ⁵⁵də⁵⁵li⁵²	iʔ3zɿ55də55li52	train/images/page_340_0020.png	matched	0.75	一时头呈	一时头呈ie汴勾铲d咄Ji炉一时。	(273.0, 1007.0, 366.0, 1045.0)	both_upper_lower	6	3	8	116.70
train	340	21	难板	naen11paen55	næ̃¹¹pæ̃⁵⁵	næ̃11pæ̃55	train/images/page_340_0021.png	matched	1.0	难板	难板n元咋諒难得，不常有：倷～来一埭饭是一定要吃得去咯。	(232.0, 1046.0, 348.0, 1085.25)	both_upper_lower	5	1	1	113.81
review	340	22	只管	tsy335kuoen52	tsɿ³³⁵kuø̃⁵²	tsɿ335kuø̃52	review/images/page_340_0022.png	weak_match	0.5	只符	只符tse?15 k啤梦(l) 尽符：有啥事体要我帮忙，偌～话好啋。	(226.0, 1085.0, 316.0, 1123.0)	upper_only	2	0	0	112.28
train	340	23	迟早	dzy11tsau55	dzɿ¹¹tsɤ⁵⁵	dzɿ11tsɤ55	train/images/page_340_0023.png	matched	1.0	迟早	迟早也前tso铲早晚：伊个丹店～要倒灶咯。	(225.0, 1163.0, 305.0, 1202.25)	lower_only	2	1	0	112.12
train	340	24	初初	tshu33tshu52	tsʰu³³tsʰu⁵²	tsʰu33tsʰu52	train/images/page_340_0024.png	matched	1.0	初初	初初ts1'u~5tshu~; 起初：伊～勿同意咯，后首咦同意哉。	(225.0, 1202.0, 341.0, 1240.0)	both_upper_lower	3	8	11	114.40
train	340	25	后首	gheu115seu52	ɦə¹¹⁵sə⁵²	ɦə115sə52	train/images/page_340_0025.png	matched	1.0	后首	后首fi1s i:is咄后来。	(225.0, 1242.0, 332.0, 1281.25)	both_upper_lower	1	2	1	108.26
train	341	0	蛮	mhaen52	hmæ̃⁵²	hmæ̃52	train/images/page_341_0000.png	matched	1.0	蛮	蛮m元Slf比	(216.0, 196.0, 288.0, 230.25)	upper_only	2	0	0	114.93
train	341	2	呆呆	te33te52	tᴇ³³tᴇ⁵²	tᴇ33tᴇ52	train/images/page_341_0002.png	matched	1.0	呆呆	呆呆l)Ei/1 l) E铲	(265.0, 275.0, 355.0, 311.75)	both_upper_lower	7	2	2	112.26
train	341	3	交关	kau33kuaen52	kɤ³³kuæ̃⁵²	kɤ33kuæ̃52	train/images/page_341_0003.png	matched	1.0	交关	交关t咄io{3ku渺	(266.0, 314.0, 341.0, 352.0)	upper_only	3	0	0	112.82
train	341	4	越加	yoeq1cia52	ɦiøʔ¹tɕia⁵²	ɦiøʔ1tɕia52	train/images/page_341_0004.png	matched	1.0	越加	"越加fii0汗ko~~ 如Un : 小人大得队年．～好石战("""	(241.0, 352.0, 352.0, 391.25)	both_upper_lower	6	3	7	116.43
train	341	5	越发	yoeq1faeq5	ɦiøʔ¹fæʔ⁵	ɦiøʔ1fæʔ5	train/images/page_341_0005.png	matched	1.0	越发	越发和0?~J f;汜?15	(266.0, 392.0, 373.0, 427.5)	both_upper_lower	6	2	4	100.80
train	341	6	越	yoeq23	ɦiøʔ²³	ɦiøʔ23	train/images/page_341_0006.png	matched	1.0	越	越fii0?卫	(243.0, 431.0, 301.0, 466.5)	upper_only	3	0	0	105.89
train	341	7	顶	teon335	təŋ³³⁵	təŋ335	train/images/page_341_0007.png	matched	1.0	顶	顶［间]til)335[k驴］最~·l丸	(218.0, 469.0, 298.0, 505.75)	upper_only	3	0	0	115.51
review	341	8	式个	seq3ko55	sᴇʔ³kɒ⁵⁵	sᴇʔ3kɒ55	review/images/page_341_0008.png	weak_match	0.5	忒个	"忒个t""无?i5ge?15 (ko? ) 入：偌走得~1曼战"	(243.0, 501.412109375, 341.0, 546.8283081054688)	both_upper_lower	2	2	2	148.61
train	341	10	透	theu33	tʰə³³	tʰə33	train/images/page_341_0010.png	matched	1.0	透	"透t""'l(J.\ 四千形容词后：好～哉。"	(219.0, 586.0, 290.0, 622.75)	upper_only	3	0	0	113.05
train	341	11	煞	saeq45	sæʔ⁴⁵	sæʔ45	train/images/page_341_0011.png	matched	1.0	煞	煞s汜？“普」形容词后：气～哉。	(244.0, 625.0, 315.0, 664.25)	upper_only	3	0	0	120.44
train	341	12	夥什	hu3355555zeq54	hu³³⁵⁵⁵⁵⁵zᴇʔ⁵⁴	hu3355555zᴇʔ54	train/images/page_341_0012.png	matched	0.6667	夥夥什	夥夥什fio盄fio1~石n3.fii忒拍io扩z~背极多：来得～咯人．玻硝	(269.0, 664.0, 350.0, 703.25)	both_upper_lower	3	4	4	117.82
train	341	13	门都轧破哉	meen11tu55gaeq5pha55tsa52	mẽ¹¹tu⁵⁵ɡæʔ⁵pʰa⁵⁵tsa⁵²	mẽ11tu55ɡæʔ5pʰa55tsa52	train/images/page_341_0013.png	matched	0.6667	都轧破战	|、l都轧破战。	(341.0, 704.0, 369.0, 739.5)	no_detected_tone_digits	0	0	0	135.61
train	341	14	木秩秩	moq1dzeq5dzeq54	moʔ¹dzᴇʔ⁵dzᴇʔ⁵⁴	moʔ1dzᴇʔ5dzᴇʔ54	train/images/page_341_0014.png	matched	1.0	木秩秩	木秩秩mo?~3dzen3dzen~(J) 非常：伊有部小汽车～新料(2) 非	(282.0, 741.0, 443.0, 780.25)	both_upper_lower	4	1	2	122.38
train	341	15	常多	dzaon11to52	dzɒŋ¹¹tɒ⁵²	dzɒŋ11tɒ52	train/images/page_341_0015.png	matched	1.0	常多	常多：个人园里铜钱～。	(268.0, 781.0, 384.0, 820.25)	both_upper_lower	1	3	1	108.50
train	341	16	木老老	moq1lau55lau52	moʔ¹lɤ⁵⁵lɤ⁵²	moʔ1lɤ55lɤ52	train/images/page_341_0016.png	matched	1.0	木老老	木老老mo?i3 lo扩lo炉	(293.0000915527344, 820.0, 367.0, 858.0)	both_upper_lower	3	1	2	115.88
train	341	17	来得	le11teq5	lᴇ¹¹tᴇʔ⁵	lᴇ11tᴇʔ5	train/images/page_341_0017.png	matched	1.0	来得	来得［个]lE秤te?f [ge?~5 (ko?) ] 居然也很：伊宁丐得～好惯。	(245.0, 853.412109375, 343.0, 898.8283081054688)	both_upper_lower	2	3	3	144.72
train	341	18	好	hau335	hɤ³³⁵	hɤ335	train/images/page_341_0018.png	matched	1.0	好	好ho335 较多：～曲个人，～儿只牛，～歇H 了。	(221.0, 898.0, 292.0, 936.0)	upper_only	3	0	0	119.41
train	341	19	勿大	veq1da55	vᴇʔ¹da⁵⁵	vᴇʔ1da55	train/images/page_341_0019.png	matched	1.0	勿大	勿大ve?f3da县不很：～大．～长。	(245.0, 937.0, 317.0, 976.25)	upper_only	3	0	0	117.76
train	341	20	毛	mhau52	hmɤ⁵²	hmɤ52	train/images/page_341_0020.png	matched	1.0	毛	毛mo231约略：～仙仙，也只有两斤多C	(222.0, 977.0, 293.0, 1015.0)	upper_only	3	0	0	116.52
train	341	21	格外	kaq3nga55	kaʔ³ŋa⁵⁵	kaʔ3ŋa55	train/images/page_341_0021.png	matched	1.0	格外	格外ka?15 JJa县(1) 格外：两兄弟则两姐妹做亲，～亲热些咯	(247.0, 1015.0, 319.0, 1054.25)	both_upper_lower	2	2	1	121.74
review	341	22	注	tsy335	tsɿ³³⁵	tsɿ335	review/images/page_341_0022.png	weak_match	0.5	足注	足注t矿35t~y~~ 合在一起，	(246.0, 1094.0, 326.0, 1130.75)	both_upper_lower	3	1	1	116.47
review	341	23	注势势	tsy335sy55sy52	tsɿ³³⁵sɿ⁵⁵sɿ⁵²	tsɿ335sɿ55sɿ52	review/images/page_341_0023.png	weak_match	0.5714	辽社势势	辽社势势坊JJ5tc,y会捻讲s讲	(319.0, 1133.0, 439.0, 1168.5)	both_upper_lower	7	1	1	117.91
train	341	24	还	waen231	ɦæ̃²³¹	ɦæ̃231	train/images/page_341_0024.png	matched	1.0	还	还fiu元231~好。	(223.0, 1212.0, 302.0, 1247.5)	upper_only	2	0	0	115.63
train	341	25	还要	waen11iau52	ɦæ̃¹¹iɤ⁵²	ɦæ̃11iɤ52	train/images/page_341_0025.png	matched	1.0	还要	还要fiure和io~~ ,fiu汜?~3 ion更：～好。	(247.0, 1251.0, 354.0, 1289.0)	both_upper_lower	7	5	8	115.10
train	341	26	稍许	sau33shiu55	sɤ³³ɕy⁵⁵	sɤ33ɕy55	train/images/page_341_0026.png	matched	1.0	稍许	稍许SD昔穷铲痪～一些好哉	(248.0, 1290.0, 346.0, 1328.0)	upper_only	2	0	0	116.14
train	342	0	稍为	sau33we55	sɤ³³ɦᴇ⁵⁵	sɤ33ɦᴇ55	train/images/page_342_0000.png	matched	1.0	稍为	稍为SD郧UE铲	(212.0, 187.0, 284.0, 226.25)	both_upper_lower	3	3	3	114.35
review	342	1	有些	yeu115soeq54	ɦə¹¹⁵søʔ⁵⁴	ɦə115søʔ54	review/images/page_342_0001.png	weak_match	0.5	有点	伊比fij邯s0?15有点、：棒～知也勿＇艾紧咯。	(357.00006103515625, 226.0, 473.00006103515625, 265.25)	lower_only	0	6	0	102.01
train	342	2	大约摸	da11iaq1mhoq1	da¹¹iaʔ¹hmoʔ¹	da11iaʔ1hmoʔ1	train/images/page_342_0002.png	matched	0.6667	大约悦	大约悦da11ia?~' mo?;1大约	(213.00021362304688, 266.0, 356.0002136230469, 302.75)	both_upper_lower	8	1	2	117.66
train	342	3	刚则	kaon33tseq5	kɒŋ³³tsᴇʔ⁵	kɒŋ33tsᴇʔ5	train/images/page_342_0003.png	matched	1.0	刚则	刚则kolJ科tse?!s好像：伊～睢酮咯杆千．好端端则伊话。	(196.0, 305.0, 312.0, 343.0)	both_upper_lower	4	4	4	115.60
train	342	4	好像	hau335jian52	hɤ³³⁵dʑiaŋ⁵²	hɤ335dʑiaŋ52	train/images/page_342_0004.png	matched	1.0	好像	好像ho )'汤ial)矿	(214.0, 345.0, 299.0, 380.5)	lower_only	4	1	0	114.45
review	342	5	直头	dzeoq1deu52	dzəʔ¹də⁵²	dzəʔ1də52	review/images/page_342_0005.png	weak_match	0.5	自头	自头dz;;,汗d咄确实：将老伈～钉此本」(,铅。	(191.0, 383.0, 262.0, 421.0)	lower_only	3	1	0	111.58
review	342	6	真当	tseen33taon52	tsẽ³³tɒŋ⁵²	tsẽ33tɒŋ52	review/images/page_342_0006.png	weak_match	0.5	真叶	真叶ts諒tDJJ~~J'!的：一部跁脚车偷得去哉～婓命，	(189.0, 421.0, 314.0, 461.5)	both_upper_lower	5	5	9	120.70
train	342	8	统统	thon335thon52	tʰoŋ³³⁵tʰoŋ⁵²	tʰoŋ335tʰoŋ52	train/images/page_342_0008.png	matched	1.0	统统	统统t110t) 13冲01)罚	(192.0, 579.0, 292.0, 613.25)	lower_only	6	1	0	109.75
train	342	9	七打八	chiq3to55paeq54	tɕʰiʔ³tɒ⁵⁵pæʔ⁵⁴	tɕʰiʔ3tɒ55pæʔ54	train/images/page_342_0009.png	matched	1.0	七打八	七打八t炉entaIJW p汜霖I 钉八儿：伊钉巾休求入、真“ 朝～婓	(216.00010681152344, 617.0, 353.0, 656.25)	upper_only	7	0	0	121.46
train	342	11	同头	don11deu52	doŋ¹¹də⁵²	doŋ11də52	train/images/page_342_0011.png	matched	1.0	同头	同头dolJ似d欢~·- 起：找～偌一迫生K 。	(192.0, 696.0, 299.0, 734.0)	both_upper_lower	6	5	11	112.37
train	342	12	同队	don11de55	doŋ¹¹dᴇ⁵⁵	doŋ11dᴇ55	train/images/page_342_0012.png	matched	1.0	同队	同队dotJ沿d殴	(216.0, 735.0, 314.0, 773.0)	both_upper_lower	4	4	5	111.29
