sample_id	image	label	page	row_index	syllable_index	source_split	quality	tone_position	tone_policy	wupin_base	ipa_base	selected_tone	upper_tone	lower_tone
p325_0004_s02	images/p325_0004_s02.png	1	325	4	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	diau	diɤ	52		52
p325_0005_s00	images/p325_0005_s00.png	0	325	5	0	train	low_match	upper_only	visual_segment_single_tone__lower_null	huaen	huæ̃	52	52	
p325_0006_s00	images/p325_0006_s00.png	1	325	6	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	faeq	fæʔ	3		3
p325_0006_s01	images/p325_0006_s01.png	1	325	6	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	shieu	ɕiə	52		52
p325_0007_s00	images/p325_0007_s00.png	1	325	7	0	train	matched	lower_only	visual_segment_selected_as_lower	pin	piŋ	33		33
p325_0008_s00	images/p325_0008_s00.png	0	325	8	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	faeq	fæʔ	45	45	
p325_0010_s00	images/p325_0010_s00.png	0	325	10	0	train	matched	lower_only	visual_segment_single_tone__lower_null	gniq	ȵiʔ	1	1	
p325_0010_s01	images/p325_0010_s01.png	1	325	10	1	train	matched	lower_only	visual_segment_selected_as_lower	tshoq	tsʰoʔ	5		5
p325_0012_s00	images/p325_0012_s00.png	1	325	12	0	train	matched	lower_only	visual_segment_selected_as_lower	deon	dəŋ	231		231
p325_0013_s00	images/p325_0013_s00.png	0	325	13	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	shi	ɕi	33	33	
p325_0014_s00	images/p325_0014_s00.png	0	325	14	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	seq	sᴇʔ	3	3	
p325_0014_s01	images/p325_0014_s01.png	0	325	14	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	shian	ɕiaŋ	52	52	
p325_0015_s00	images/p325_0015_s00.png	1	325	15	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	gho	ɦɒ	115		115
p325_0015_s01	images/p325_0015_s01.png	1	325	15	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tseq	tsᴇʔ	54		54
p325_0016_s00	images/p325_0016_s00.png	1	325	16	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	man	maŋ	115		115
p325_0016_s01	images/p325_0016_s01.png	1	325	16	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tshaon	tsʰɒŋ	52		52
p325_0017_s00	images/p325_0017_s00.png	1	325	17	0	train	matched	lower_only	visual_segment_selected_as_lower	vaen	væ̃	115		115
p325_0017_s01	images/p325_0017_s01.png	0	325	17	1	train	matched	lower_only	visual_segment_single_tone__lower_null	jien	dʑiẽ	52	52	
p325_0018_s00	images/p325_0018_s00.png	1	325	18	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	ne	nᴇ	11		11
p325_0019_s00	images/p325_0019_s00.png	1	325	19	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	33		33
p325_0019_s01	images/p325_0019_s01.png	1	325	19	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	khuoen	kʰuø̃	33		33
p325_0020_s00	images/p325_0020_s00.png	0	325	20	0	train	matched	upper_only	visual_segment_single_tone__lower_null	ga	ɡa	113	113	
p325_0021_s00	images/p325_0021_s00.png	0	325	21	0	train	matched	upper_only	visual_segment_single_tone__lower_null	kau	kɤ	33	33	
p325_0021_s01	images/p325_0021_s01.png	0	325	21	1	train	matched	upper_only	visual_segment_single_tone__lower_null	shin	ɕiŋ	52	52	
p325_0022_s00	images/p325_0022_s00.png	1	325	22	0	train	matched	lower_only	visual_segment_selected_as_lower	khe	kʰᴇ	33		33
p325_0022_s01	images/p325_0022_s01.png	1	325	22	1	train	matched	lower_only	visual_segment_selected_as_lower	shin	ɕiŋ	52		52
p325_0023_s00	images/p325_0023_s00.png	0	325	23	0	train	matched	upper_only	visual_segment_single_tone__lower_null	naen	næ̃	11	11	
p325_0023_s01	images/p325_0023_s01.png	0	325	23	1	train	matched	upper_only	visual_segment_single_tone__lower_null	ku	ku	55	55	
p325_0024_s00	images/p325_0024_s00.png	0	325	24	0	train	matched	upper_only	visual_segment_single_tone__lower_null	vaen	væ̃	231	231	
p325_0025_s00	images/p325_0025_s00.png	0	325	25	0	train	matched	upper_only	visual_segment_single_tone__lower_null	ien	iẽ	33	33	
p325_0025_s01	images/p325_0025_s01.png	0	325	25	1	train	matched	upper_only	visual_segment_single_tone__lower_null	vaen	væ̃	33	33	
p326_0000_s00	images/p326_0000_s00.png	0	326	0	0	train	matched	upper_only	visual_segment_single_tone__lower_null	ien	iẽ	33	33	
p326_0000_s01	images/p326_0000_s01.png	0	326	0	1	train	matched	upper_only	visual_segment_single_tone__lower_null	tseon	tsəŋ	33	33	
p326_0001_s00	images/p326_0001_s00.png	0	326	1	0	train	matched	upper_only	visual_segment_single_tone__lower_null	mheen	hmẽ	52	52	
p326_0002_s00	images/p326_0002_s00.png	0	326	2	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	u	u	33	33	
p326_0002_s01	images/p326_0002_s01.png	1	326	2	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	la	la	33		33
p326_0003_s00	images/p326_0003_s00.png	1	326	3	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	u	u	33		33
p326_0003_s01	images/p326_0003_s01.png	1	326	3	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	loen	lø̃	33		33
p326_0004_s00	images/p326_0004_s00.png	0	326	4	0	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	tson	tsoŋ	33	33	
p326_0004_s01	images/p326_0004_s01.png	0	326	4	1	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	i	i	55	55	
p326_0005_s00	images/p326_0005_s00.png	1	326	5	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheon	tsʰəŋ	33		33
p326_0005_s01	images/p326_0005_s01.png	1	326	5	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	shin	ɕiŋ	52		52
p326_0006_s00	images/p326_0006_s00.png	0	326	6	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	saon	sɒŋ	335	335	
p326_0006_s01	images/p326_0006_s01.png	1	326	6	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	khua	kʰua	52		52
p326_0008_s00	images/p326_0008_s00.png	0	326	8	0	train	matched	upper_only	visual_segment_single_tone__lower_null	hue	huᴇ	33	33	
p326_0008_s01	images/p326_0008_s01.png	0	326	8	1	train	matched	upper_only	visual_segment_single_tone__lower_null	chi	tɕʰi	33	33	
p326_0009_s00	images/p326_0009_s00.png	1	326	9	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	thaen	tʰæ̃	33		33
p326_0009_s01	images/p326_0009_s01.png	1	326	9	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	the	tʰᴇ	52		52
p326_0010_s00	images/p326_0010_s00.png	0	326	10	0	train	matched	upper_only	visual_segment_single_tone__lower_null	tsan	tsaŋ	33	33	
p326_0011_s00	images/p326_0011_s00.png	1	326	11	0	train	weak_match	lower_only	visual_segment_selected_as_lower	jiq	dʑiʔ	23		23
p326_0012_s00	images/p326_0012_s00.png	0	326	12	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ngoq	ŋoʔ	1	1	
p326_0012_s01	images/p326_0012_s01.png	1	326	12	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	te	tᴇ	55		55
p326_0012_s02	images/p326_0012_s02.png	1	326	12	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	52		52
p326_0013_s00	images/p326_0013_s00.png	1	326	13	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	nh	hn	33		33
p326_0013_s01	images/p326_0013_s01.png	0	326	13	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	chiu	tɕʰy	55	55	
p326_0013_s02	images/p326_0013_s02.png	1	326	13	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	shian	ɕiaŋ	52		52
p326_0014_s00	images/p326_0014_s00.png	0	326	14	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	gni	ȵi	11	11	
p326_0014_s01	images/p326_0014_s01.png	1	326	14	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsan	tsaŋ	11		11
p326_0014_s02	images/p326_0014_s02.png	1	326	14	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	sy	sɿ	11		11
p326_0014_s03	images/p326_0014_s03.png	0	326	14	3	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	cieu	tɕiə	11	11	
p326_0016_s00	images/p326_0016_s00.png	0	326	16	0	train	matched	upper_only	visual_segment_single_tone__lower_null	waeq	ɦæʔ	1	1	
p326_0016_s01	images/p326_0016_s01.png	0	326	16	1	train	matched	upper_only	visual_segment_single_tone__lower_null	thaeq	tʰæʔ	5	5	
p326_0016_s02	images/p326_0016_s02.png	0	326	16	2	train	matched	upper_only	visual_segment_single_tone__lower_null	cin	tɕiŋ	55	55	
p326_0016_s03	images/p326_0016_s03.png	0	326	16	3	train	matched	upper_only	visual_segment_single_tone__lower_null	kuaon	kuɒŋ	52	52	
p326_0017_s00	images/p326_0017_s00.png	0	326	17	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	zaq	zaʔ	1	1	
p326_0017_s01	images/p326_0017_s01.png	1	326	17	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	kueq	kuᴇʔ	5		5
p326_0017_s02	images/p326_0017_s02.png	1	326	17	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	thiq	tʰiʔ	5		5
p326_0017_s03	images/p326_0017_s03.png	0	326	17	3	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ngan	ŋaŋ	52	52	
p326_0019_s00	images/p326_0019_s00.png	0	326	19	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	cin	tɕiŋ	33	33	
p326_0019_s01	images/p326_0019_s01.png	0	326	19	1	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	keen	kẽ	55	55	
p326_0019_s02	images/p326_0019_s02.png	0	326	19	2	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	po	pɒ	55	55	
p326_0019_s03	images/p326_0019_s03.png	1	326	19	3	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	seu	sə	52		52
p326_0020_s00	images/p326_0020_s00.png	0	326	20	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	woq	ɦoʔ	1	1	
p326_0020_s01	images/p326_0020_s01.png	0	326	20	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	fon	foŋ	55	55	
p326_0020_s02	images/p326_0020_s02.png	1	326	20	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	thiq	tʰiʔ	5		5
p326_0020_s03	images/p326_0020_s03.png	0	326	20	3	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	thaeq	tʰæʔ	54	54	
p326_0021_s00	images/p326_0021_s00.png	1	326	21	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	cian	tɕiaŋ	33		33
p326_0021_s01	images/p326_0021_s01.png	1	326	21	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	ngan	ŋaŋ	55		55
p326_0021_s02	images/p326_0021_s02.png	1	326	21	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	kueq	kuᴇʔ	5		5
p326_0021_s03	images/p326_0021_s03.png	1	326	21	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	leq	lᴇʔ	54		54
p326_0023_s00	images/p326_0023_s00.png	0	326	23	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p326_0023_s01	images/p326_0023_s01.png	0	326	23	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ciq	tɕiʔ	5	5	
p326_0023_s02	images/p326_0023_s02.png	0	326	23	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ihin	hiŋ	55	55	
p326_0023_s03	images/p326_0023_s03.png	1	326	23	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	ihin	hiŋ	52		52
p327_0000_s00	images/p327_0000_s00.png	0	327	0	0	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	zeen	zẽ	11	11	
p327_0000_s01	images/p327_0000_s01.png	0	327	0	1	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	tsy	tsɿ	55	55	
p327_0000_s02	images/p327_0000_s02.png	0	327	0	2	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	wu	ɦu	55	55	
p327_0000_s03	images/p327_0000_s03.png	0	327	0	3	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	tsy	tsɿ	52	52	
p327_0001_s00	images/p327_0001_s00.png	0	327	1	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	gheu	ɦə	11	11	
p327_0001_s01	images/p327_0001_s01.png	1	327	1	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	shian	ɕiaŋ	55		55
p327_0001_s02	images/p327_0001_s02.png	0	327	1	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	po	pɒ	52	52	
p327_0003_s00	images/p327_0003_s00.png	0	327	3	0	train	matched	lower_only	visual_segment_single_tone__lower_null	sy	sɿ	335	335	
p327_0003_s01	images/p327_0003_s01.png	0	327	3	1	train	matched	lower_only	visual_segment_single_tone__lower_null	yan	ɦaŋ	55	55	
p327_0003_s02	images/p327_0003_s02.png	0	327	3	2	train	matched	lower_only	visual_segment_single_tone__lower_null	kua	kua	55	55	
p327_0003_s03	images/p327_0003_s03.png	1	327	3	3	train	matched	lower_only	visual_segment_selected_as_lower	chi	tɕʰi	52		52
p327_0004_s00	images/p327_0004_s00.png	0	327	4	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	keu	kə	335	335	
p327_0004_s01	images/p327_0004_s01.png	0	327	4	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	bi	bi	55	55	
p327_0004_s02	images/p327_0004_s02.png	1	327	4	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tau	tɤ	55		55
p327_0004_s03	images/p327_0004_s03.png	1	327	4	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsa	tsa	52		52
p327_0005_s00	images/p327_0005_s00.png	0	327	5	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shi	ɕi	33	33	
p327_0005_s01	images/p327_0005_s01.png	1	327	5	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tiau	tiɤ	55		55
p327_0005_s02	images/p327_0005_s02.png	0	327	5	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	paeq	pæʔ	5	5	
p327_0005_s03	images/p327_0005_s03.png	0	327	5	3	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	deu	də	52	52	
p327_0007_s00	images/p327_0007_s00.png	0	327	7	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	huo	huɒ	33	33	
p327_0007_s01	images/p327_0007_s01.png	1	327	7	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	55		55
p327_0007_s02	images/p327_0007_s02.png	1	327	7	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	huo	huɒ	55		55
p327_0007_s03	images/p327_0007_s03.png	1	327	7	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	nau	nɤ	52		52
p327_0008_s00	images/p327_0008_s00.png	1	327	8	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	zoq	zoʔ	1		1
p327_0008_s01	images/p327_0008_s01.png	1	327	8	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	meen	mẽ	55		55
p327_0008_s02	images/p327_0008_s02.png	1	327	8	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	zoq	zoʔ	5		5
p327_0008_s03	images/p327_0008_s03.png	1	327	8	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	lu	lu	52		52
p327_0009_s00	images/p327_0009_s00.png	0	327	9	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	gheen	ɦẽ	11	11	
p327_0009_s01	images/p327_0009_s01.png	0	327	9	1	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	mhau	hmɤ	55	55	
p327_0009_s02	images/p327_0009_s02.png	1	327	9	2	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	lin	liŋ	55		55
p327_0009_s03	images/p327_0009_s03.png	1	327	9	3	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	lin	liŋ	52		52
p327_0011_s00	images/p327_0011_s00.png	0	327	11	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	baeq	bæʔ	1	1	
p327_0011_s01	images/p327_0011_s01.png	0	327	11	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	do	dɒ	55	55	
p327_0011_s02	images/p327_0011_s02.png	0	327	11	2	train	weak_match	upper_only	visual_segment_single_tone__lower_null	do	dɒ	52	52	
p327_0013_s00	images/p327_0013_s00.png	1	327	13	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	te	tᴇ	33		33
p327_0013_s01	images/p327_0013_s01.png	1	327	13	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	peq	pᴇʔ	5		5
p327_0013_s02	images/p327_0013_s02.png	1	327	13	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	leon	ləŋ	55		55
p327_0013_s03	images/p327_0013_s03.png	1	327	13	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	teon	təŋ	52		52
p327_0015_s00	images/p327_0015_s00.png	0	327	15	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ji	dʑi	11	11	
p327_0015_s01	images/p327_0015_s01.png	1	327	15	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheq	tsʰᴇʔ	5		5
p327_0015_s02	images/p327_0015_s02.png	0	327	15	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ku	ku	55	55	
p327_0015_s03	images/p327_0015_s03.png	1	327	15	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	kua	kua	52		52
p327_0017_s00	images/p327_0017_s00.png	0	327	17	0	train	matched	upper_only	visual_segment_single_tone__lower_null	hu	hu	335	335	
p327_0017_s01	images/p327_0017_s01.png	0	327	17	1	train	matched	upper_only	visual_segment_single_tone__lower_null	tsheq	tsʰᴇʔ	5	5	
p327_0017_s02	images/p327_0017_s02.png	0	327	17	2	train	matched	upper_only	visual_segment_single_tone__lower_null	la	la	55	55	
p327_0017_s03	images/p327_0017_s03.png	0	327	17	3	train	matched	upper_only	visual_segment_single_tone__lower_null	dza	dza	52	52	
p327_0018_s00	images/p327_0018_s00.png	0	327	18	0	train	matched	upper_only	visual_segment_single_tone__lower_null	shioeq	ɕiøʔ	3	3	
p327_0018_s01	images/p327_0018_s01.png	0	327	18	1	train	matched	upper_only	visual_segment_single_tone__lower_null	tsheq	tsʰᴇʔ	5	5	
p327_0018_s02	images/p327_0018_s02.png	0	327	18	2	train	matched	upper_only	visual_segment_single_tone__lower_null	wu	ɦu	55	55	
p327_0018_s03	images/p327_0018_s03.png	0	327	18	3	train	matched	upper_only	visual_segment_single_tone__lower_null	la	la	52	52	
p327_0020_s00	images/p327_0020_s00.png	0	327	20	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	deu	də	11	11	
p327_0020_s01	images/p327_0020_s01.png	1	327	20	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	wu	ɦu	55		55
p327_0020_s02	images/p327_0020_s02.png	1	327	20	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	55		55
p327_0020_s03	images/p327_0020_s03.png	1	327	20	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	loq	loʔ	54		54
p327_0021_s00	images/p327_0021_s00.png	0	327	21	0	train	matched	no_detected_tone_digits	visual_segment_single_tone__lower_null	zan	zaŋ	115	115	
p327_0021_s01	images/p327_0021_s01.png	0	327	21	1	train	matched	no_detected_tone_digits	visual_segment_single_tone__lower_null	shin	ɕiŋ	52	52	
p327_0022_s00	images/p327_0022_s00.png	0	327	22	0	train	weak_match	lower_only	visual_segment_single_tone__lower_null	haq	haʔ	3	3	
p327_0022_s01	images/p327_0022_s01.png	0	327	22	1	train	weak_match	lower_only	visual_segment_single_tone__lower_null	zeen	zẽ	55	55	
p327_0022_s02	images/p327_0022_s02.png	1	327	22	2	train	weak_match	lower_only	visual_segment_selected_as_lower	ta	ta	52		52
p327_0023_s00	images/p327_0023_s00.png	1	327	23	0	train	matched	lower_only	visual_segment_selected_as_lower	thin	tʰiŋ	335		335
p327_0023_s01	images/p327_0023_s01.png	0	327	23	1	train	matched	lower_only	visual_segment_single_tone__lower_null	pho	pʰɒ	55	55	
p327_0023_s02	images/p327_0023_s02.png	0	327	23	2	train	matched	lower_only	visual_segment_single_tone__lower_null	zeen	zẽ	55	55	
p327_0023_s03	images/p327_0023_s03.png	1	327	23	3	train	matched	lower_only	visual_segment_selected_as_lower	tiq	tiʔ	54		54
p327_0025_s00	images/p327_0025_s00.png	1	327	25	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	dzoq	dzoʔ	1		1
p327_0025_s01	images/p327_0025_s01.png	1	327	25	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	kueq	kuᴇʔ	5		5
p327_0025_s02	images/p327_0025_s02.png	1	327	25	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tau	tɤ	55		55
p327_0025_s03	images/p327_0025_s03.png	1	327	25	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	shi	ɕi	52		52
p327_0026_s00	images/p327_0026_s00.png	0	327	26	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	daen	dæ̃	115	115	
p327_0026_s01	images/p327_0026_s01.png	0	327	26	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	tshaq	tsʰaʔ	5	5	
p327_0026_s02	images/p327_0026_s02.png	0	327	26	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	kuaeq	kuæʔ	5	5	
p327_0026_s03	images/p327_0026_s03.png	1	327	26	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	saq	saʔ	54		54
p327_0028_s00	images/p327_0028_s00.png	0	327	28	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shin	ɕiŋ	33	33	
p327_0028_s01	images/p327_0028_s01.png	1	327	28	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	55		55
p327_0028_s02	images/p327_0028_s02.png	0	327	28	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ngaen	ŋæ̃	55	55	
p327_0028_s03	images/p327_0028_s03.png	1	327	28	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	tiau	tiɤ	52		52
p328_0001_s00	images/p328_0001_s00.png	1	328	1	0	val	matched	both_upper_lower	visual_segment_selected_as_lower	mien	miẽ	115		115
p328_0001_s01	images/p328_0001_s01.png	1	328	1	1	val	matched	both_upper_lower	visual_segment_selected_as_lower	zoq	zoʔ	5		5
p328_0001_s02	images/p328_0001_s02.png	1	328	1	2	val	matched	both_upper_lower	visual_segment_selected_as_lower	maq	maʔ	5		5
p328_0001_s03	images/p328_0001_s03.png	1	328	1	3	val	matched	both_upper_lower	visual_segment_selected_as_lower	san	saŋ	52		52
p328_0002_s00	images/p328_0002_s00.png	1	328	2	0	val	weak_match	lower_only	visual_segment_selected_as_lower	yeu	ɦə	115		115
p328_0002_s01	images/p328_0002_s01.png	1	328	2	1	val	weak_match	lower_only	visual_segment_selected_as_lower	soeq	søʔ	54		54
p328_0003_s00	images/p328_0003_s00.png	1	328	3	0	val	matched	both_upper_lower	visual_segment_selected_as_lower	u	u	33		33
p328_0003_s01	images/p328_0003_s01.png	1	328	3	1	val	matched	both_upper_lower	visual_segment_selected_as_lower	tsy	tsɿ	55		55
p328_0003_s02	images/p328_0003_s02.png	1	328	3	2	val	matched	both_upper_lower	visual_segment_selected_as_lower	ya	ɦa	55		55
p328_0003_s03	images/p328_0003_s03.png	0	328	3	3	val	matched	both_upper_lower	visual_segment_single_tone__lower_null	mau	mɤ	52	52	
p328_0005_s00	images/p328_0005_s00.png	1	328	5	0	val	matched	lower_only	visual_segment_selected_as_lower	le	lᴇ	11		11
p328_0005_s01	images/p328_0005_s01.png	1	328	5	1	val	matched	lower_only	visual_segment_selected_as_lower	keq	kᴇʔ	5		5
p328_0005_s02	images/p328_0005_s02.png	1	328	5	2	val	matched	lower_only	visual_segment_selected_as_lower	vaen	væ̃	55		55
p328_0005_s03	images/p328_0005_s03.png	1	328	5	3	val	matched	lower_only	visual_segment_selected_as_lower	tsa	tsa	52		52
p328_0006_s00	images/p328_0006_s00.png	0	328	6	0	val	matched	both_upper_lower	visual_segment_single_tone__lower_null	phi	pʰi	33	33	
p328_0006_s01	images/p328_0006_s01.png	1	328	6	1	val	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	55		55
p328_0006_s02	images/p328_0006_s02.png	0	328	6	2	val	matched	both_upper_lower	visual_segment_single_tone__lower_null	saen	sæ̃	55	55	
p328_0006_s03	images/p328_0006_s03.png	1	328	6	3	val	matched	both_upper_lower	visual_segment_selected_as_lower	faeq	fæʔ	54		54
p328_0010_s00	images/p328_0010_s00.png	0	328	10	0	val	matched	both_upper_lower	visual_segment_single_tone__lower_null	pha	pʰa	33	33	
p328_0010_s01	images/p328_0010_s01.png	0	328	10	1	val	matched	both_upper_lower	visual_segment_single_tone__lower_null	li	li	33	33	
p328_0010_s02	images/p328_0010_s02.png	1	328	10	2	val	matched	both_upper_lower	visual_segment_selected_as_lower	lo	lɒ	33		33
p328_0010_s03	images/p328_0010_s03.png	1	328	10	3	val	matched	both_upper_lower	visual_segment_selected_as_lower	so	sɒ	33		33
p328_0011_s00	images/p328_0011_s00.png	0	328	11	0	val	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	chin	tɕʰiŋ	33	33	
p328_0011_s01	images/p328_0011_s01.png	0	328	11	1	val	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	bi	bi	55	55	
p328_0011_s02	images/p328_0011_s02.png	1	328	11	2	val	weak_match	both_upper_lower	visual_segment_selected_as_lower	kuo	kuɒ	55		55
p328_0011_s03	images/p328_0011_s03.png	1	328	11	3	val	weak_match	both_upper_lower	visual_segment_selected_as_lower	shioeq	ɕiøʔ	54		54
p328_0013_s00	images/p328_0013_s00.png	0	328	13	0	val	matched	both_upper_lower	visual_segment_single_tone__lower_null	tiq	tiʔ	3	3	
p328_0013_s01	images/p328_0013_s01.png	1	328	13	1	val	matched	both_upper_lower	visual_segment_selected_as_lower	koq	koʔ	5		5
p328_0013_s02	images/p328_0013_s02.png	0	328	13	2	val	matched	both_upper_lower	visual_segment_single_tone__lower_null	sy	sɿ	55	55	
p328_0013_s03	images/p328_0013_s03.png	1	328	13	3	val	matched	both_upper_lower	visual_segment_selected_as_lower	faon	fɒŋ	52		52
p328_0015_s00	images/p328_0015_s00.png	0	328	15	0	val	matched	lower_only	visual_segment_single_tone__lower_null	din	diŋ	11	11	
p328_0015_s01	images/p328_0015_s01.png	0	328	15	1	val	matched	lower_only	visual_segment_single_tone__lower_null	tsy	tsɿ	11	11	
p328_0015_s02	images/p328_0015_s02.png	0	328	15	2	val	matched	lower_only	visual_segment_single_tone__lower_null	saeq	sæʔ	1	1	
p328_0015_s03	images/p328_0015_s03.png	1	328	15	3	val	matched	lower_only	visual_segment_selected_as_lower	sy	sɿ	11		11
p328_0017_s00	images/p328_0017_s00.png	0	328	17	0	val	matched	upper_only	visual_segment_single_tone__lower_null	gheen	ɦẽ	11	11	
p328_0017_s01	images/p328_0017_s01.png	0	328	17	1	val	matched	upper_only	visual_segment_single_tone__lower_null	tsheq	tsʰᴇʔ	1	1	
