sample_id	variant	source_split	wupin	ipa_digits_from_wupin	wupin_back	standalone_wupin_back	exact	standalone_exact	forward_status	backward_status
pdf121_p243_0001	original_export	train	kuoen33dze52	kuø̃33dzᴇ52	kuoen33dze52	kuoen33dze52	1	1	ok	ok
pdf121_p243_0002	original_export	train	zeu11dze11	zə11dzᴇ11	zeu11dze11	zeu11dze11	1	1	ok	ok
pdf121_p243_0003	original_export	train	paen335deu52	pæ̃335də52	paen335deu52	paen335deu52	1	1	ok	ok
pdf121_p243_0004	original_export	train	lin11zaon52	liŋ11zɒŋ52	lin11zaon52	lin11zaon52	1	1	ok	ok
pdf121_p243_0005	original_export	train	lin11daon52	liŋ11dɒŋ52	lin11daon52	lin11daon52	1	1	ok	ok
pdf121_p243_0006	original_export	train	hau33daon33	hɤ33dɒŋ33	hau33daon33	hau33daon33	1	1	ok	ok
pdf121_p243_0007	original_export	train	veen231	vẽ231	veen231	veen231	1	1	ok	ok
pdf121_p243_0009	original_export	train	zeu11veen11	zə11vẽ11	zeu11veen11	zeu11veen11	1	1	ok	ok
pdf121_p243_0010	original_export	train	pe52	pᴇ52	pe52	pe52	1	1	ok	ok
pdf121_p243_0012	original_export	train	kueq3hue52	kuᴇʔ3huᴇ52	kueq3hue52	kueq3hue52	1	1	ok	ok
pdf121_p243_0013	original_export	train	da11tu11bo11	da11tu11bɒ11	da11tu11bo11	da11tu11bo11	1	1	ok	ok
pdf121_p243_0014	original_export	train	da11tu11bi11	da11tu11bi11	da11tu11bi11	da11tu11bi11	1	1	ok	ok
pdf121_p243_0015	original_export	train	se335wu55gnian52	sᴇ335ɦu55ȵiaŋ52	se335wu55gnian52	se335wu55gnian52	1	1	ok	ok
pdf121_p243_0016	original_export	train	tshaen335vu55gnian52	tsʰæ̃335vu55ȵiaŋ52	tshaen335vu55gnian52	tshaen335vu55gnian52	1	1	ok	ok
pdf121_p243_0017	original_export	train	een33vaon33	ẽ33vɒŋ33	een33vaon33	een33vaon33	1	1	ok	ok
pdf121_p243_0018	original_export	train	deu11san52	də11saŋ52	deu11san52	deu11san52	1	1	ok	ok
pdf121_p243_0019	original_export	train	saon33san52	sɒŋ33saŋ52	saon33san52	saon33san52	1	1	ok	ok
pdf121_p243_0020	original_export	train	saon33pau55the52	sɒŋ33pɤ55tʰᴇ52	saon33pau55the52	saon33pau55the52	1	1	ok	ok
pdf121_p243_0021	original_export	train	doq1tsy55	doʔ1tsy55	doq1tsy55	doq1tsy55	1	1	ok	ok
pdf121_p243_0022	original_export	train	fon33dzoq5	foŋ33dzoʔ5	fon33dzoq5	fon33dzoq5	1	1	ok	ok
pdf121_p243_0023	original_export	train	shian33fon52	ɕiaŋ33foŋ52	shian33fon52	shian33fon52	1	1	ok	ok
pdf121_p243_0024	original_export	train	fon33sy55	foŋ33sy55	fon33sy55	fon33sy55	1	1	ok	ok
pdf121_p243_0025	original_export	train	foq3li55	foʔ3li55	foq3li55	foq3li55	1	1	ok	ok
pdf121_p243_0026	original_export	train	aeq3se55	æʔ3sᴇ55	aeq3se55	aeq3se55	1	1	ok	ok
pdf121_p243_0027	original_export	train	jien11sy55	dʑiẽ11sy55	jien11sy55	jien11sy55	1	1	ok	ok
pdf121_p243_0028	original_export	train	san33gni55	saŋ33ȵi55	san33gni55	san33gni55	1	1	ok	ok
pdf122_p244_0000	original_export	train	in33zeu55	iŋ33zə55	in33zeu55	in33zeu55	1	1	ok	ok
pdf122_p244_0001	original_export	train	ji11gni11	dʑi11ȵi11	ji11gni11	ji11gni11	1	1	ok	ok
pdf122_p244_0002	original_export	train	me115vaen52	mᴇ115væ̃52	me115vaen52	me115vaen52	1	1	ok	ok
pdf122_p244_0003	original_export	train	zan115veen55zeen52	zaŋ115vẽ55zẽ52	zan115veen55zeen52	zan115veen55zeen52	1	1	ok	ok
pdf122_p244_0004	original_export	train	saen33kuoen55su52	sæ̃33kuø̃55su52	saen33kuoen55su52	saen33kuoen55su52	1	1	ok	ok
pdf122_p244_0005	original_export	train	tiq3su55	tiʔ3su55	tiq3su55	tiq3su55	1	1	ok	ok
pdf122_p244_0006	original_export	train	kuoen33in55su52	kuø̃33iŋ55su52	kuoen33in55su52	kuoen33in55su52	1	1	ok	ok
pdf122_p244_0007	original_export	train	ciau33deu55shin52	tɕiɤ33də55ɕiŋ52	ciau33deu55shin52	ciau33deu55shin52	1	1	ok	ok
pdf122_p244_0009	original_export	train	wu115voq54	ɦu115voʔ54	wu115voq54	wu115voq54	1	1	ok	ok
pdf122_p244_0011	original_export	train	wu115zy52	ɦu115zy52	wu115zy52	wu115zy52	1	1	ok	ok
pdf122_p244_0012	original_export	train	bin11gni55	biŋ11ȵi55	bin11gni55	bin11gni55	1	1	ok	ok
pdf122_p244_0013	original_export	train	boq23	boʔ23	boq23	boq23	1	1	ok	ok
pdf122_p244_0014	original_export	train	miau11	miɤ11	miau11	miau11	1	1	ok	ok
pdf122_p244_0015	original_export	train	zy11	zy11	zy11	zy11	1	1	ok	ok
pdf122_p244_0016	original_export	train	een52	ẽ52	een52	een52	1	1	ok	ok
pdf122_p244_0017	original_export	train	een33daon52	ẽ33dɒŋ52	een33daon52	een33daon52	1	1	ok	ok
pdf122_p244_0018	original_export	train	pau335cioen52	pɤ335tɕiø̃52	pau335cioen52	pau335cioen52	1	1	ok	ok
pdf122_p244_0019	original_export	train	neen11wu55o55mi55do52	nẽ11ɦu55ɒ55mi55dɒ52	neen11wu55o55mi55do52	neen11wu55o55mi55do52	1	1	ok	ok
pdf122_p244_0020	original_export	train	dzaon11dzaon55san55liaq5iq54	dzɒŋ11dzɒŋ55saŋ55liaʔ5iʔ54	dzaon11dzaon55san55liaq5iq54	dzaon11dzaon55san55liaq5iq54	1	1	ok	ok
pdf122_p244_0022	original_export	train	thien33bu55saeq54	tʰiẽ33bu55sæʔ54	thien33bu55saeq54	thien33bu55saeq54	1	1	ok	ok
pdf122_p244_0024	original_export	train	lau115thien55bu55saeq54	lɤ115tʰiẽ55bu55sæʔ54	lau115thien55bu55saeq54	lau115thien55bu55saeq54	1	1	ok	ok
pdf122_p244_0025	original_export	train	thien33lau55ya52	tʰiẽ33lɤ55ɦia52	thien33lau55ya52	thien33lau55ya52	1	1	ok	ok
pdf122_p244_0026	original_export	train	zeen11shien52	zẽ11ɕiẽ52	zeen11shien52	zeen11shien52	1	1	ok	ok
pdf122_p244_0028	original_export	train	tsa33sy33bu33saeq3	tsa33sy33bu33sæʔ3	tsa33sy33bu33saeq3	tsa33sy33bu33saeq3	1	1	ok	ok
pdf123_p245_0000	original_export	train	tsa33sy33ya33	tsa33sy33ɦia33	tsa33sy33ya33	tsa33sy33ya33	1	1	ok	ok
pdf123_p245_0001	original_export	train	thu335di55bu55saeq54	tʰu335di55bu55sæʔ54	thu335di55bu55saeq54	thu335di55bu55saeq54	1	1	ok	ok
pdf123_p245_0002	original_export	train	thu335di55kuon55kuon52	tʰu335di55kuoŋ55kuoŋ52	thu335di55kuon55kuon52	thu335di55kuon55kuon52	1	1	ok	ok
pdf123_p245_0003	original_export	train	da11veq1bu11saeq1	da11vᴇʔ1bu11sæʔ1	da11veq1bu11saeq1	da11veq1bu11saeq1	1	1	ok	ok
pdf123_p245_0004	original_export	train	kuoen33sy55in55bu55saeq54	kuø̃33sy55iŋ55bu55sæʔ54	kuoen33sy55in55bu55saeq54	kuoen33sy55in55bu55saeq54	1	1	ok	ok
pdf123_p245_0005	original_export	train	ha33la55bu55saeq54	ha33la55bu55sæʔ54	ha33la55bu55saeq54	ha33la55bu55saeq54	1	1	ok	ok
pdf123_p245_0006	original_export	train	dze11zeen55bu55saeq54	dzᴇ11zẽ55bu55sæʔ54	dze11zeen55bu55saeq54	dze11zeen55bu55saeq54	1	1	ok	ok
pdf123_p245_0007	original_export	train	faeq3dze55bu55saeq54	fæʔ3dzᴇ55bu55sæʔ54	faeq3dze55bu55saeq54	faeq3dze55bu55saeq54	1	1	ok	ok
pdf123_p245_0008	original_export	train	pa33ya55ya55bu55saeq54	pa33ɦia55ɦia55bu55sæʔ54	pa33ya55ya55bu55saeq54	pa33ya55ya55bu55saeq54	1	1	ok	ok
pdf123_p245_0009	original_export	train	tsy335pa55kuon52	tsy335pa55kuoŋ52	tsy335pa55kuon52	tsy335pa55kuon52	1	1	ok	ok
pdf123_p245_0010	original_export	train	kuaen33ti55bu55saeq54	kuæ̃33ti55bu55sæʔ54	kuaen33ti55bu55saeq54	kuaen33ti55bu55saeq54	1	1	ok	ok
pdf123_p245_0011	original_export	train	di11dzaon11waon11bu11saeq1	di11dzɒŋ11ɦuɒŋ11bu11sæʔ1	di11dzaon11waon11bu11saeq1	di11dzaon11waon11bu11saeq1	1	1	ok	ok
pdf123_p245_0012	original_export	train	wu115bu55saeq54	ɦu115bu55sæʔ54	wu115bu55saeq54	wu115bu55saeq54	1	1	ok	ok
pdf123_p245_0013	original_export	train	chin33lon55bu55saeq54	tɕʰiŋ33loŋ55bu55sæʔ54	chin33lon55bu55saeq54	chin33lon55bu55saeq54	1	1	ok	ok
pdf123_p245_0014	original_export	train	gnien11lo55da52	ȵiẽ11lɒ55da52	gnien11lo55da52	gnien11lo55da52	1	1	ok	ok
pdf123_p245_0015	original_export	train	lon11waon55bu55saeq54	loŋ11ɦuɒŋ55bu55sæʔ54	lon11waon55bu55saeq54	lon11waon55bu55saeq54	1	1	ok	ok
pdf123_p245_0016	original_export	train	he335lon55waon52	hᴇ335loŋ55ɦuɒŋ52	he335lon55waon52	he335lon55waon52	1	1	ok	ok
pdf123_p245_0017	original_export	train	huaon33lau55shian55kuon52	huɒŋ33lɤ55ɕiaŋ55kuoŋ52	huaon33lau55shian55kuon52	huaon33lau55shian55kuon52	1	1	ok	ok
pdf123_p245_0018	original_export	train	weq1wu55dzaon52	ɦuᴇʔ1ɦu55dzɒŋ52	weq1wu55dzaon52	weq1wu55dzaon52	1	1	ok	ok
pdf123_p245_0020	original_export	train	baq1wu55dzaon52	baʔ1ɦu55dzɒŋ52	baq1wu55dzaon52	baq1wu55dzaon52	1	1	ok	ok
pdf123_p245_0021	original_export	train	wu115doq54	ɦu115doʔ54	wu115doq54	wu115doq54	1	1	ok	ok
pdf123_p245_0023	original_export	train	weq1lin52	ɦuᴇʔ1liŋ52	weq1lin52	weq1lin52	1	1	ok	ok
pdf123_p245_0024	original_export	train	lin11wen52	liŋ11ɦuẽ52	lin11wen52	lin11wen52	1	1	ok	ok
pdf123_p245_0025	original_export	train	weq23	ɦuᴇʔ23	weq23	weq23	1	1	ok	ok
pdf123_p245_0026	original_export	train	ciu335	tɕy335	ciu335	ciu335	1	1	ok	ok
pdf123_p245_0027	original_export	train	wu115saon52	ɦu115sɒŋ52	wu115saon52	wu115saon52	1	1	ok	ok
pdf123_p245_0028	original_export	train	mu115tson55deq5tien52	mu115tsoŋ55dᴇʔ5tiẽ52	mu115tson55deq5tien52	mu115tson55deq5tien52	1	1	ok	ok
pdf123_p245_0029	original_export	train	tiau33saeq3ciu33	tiɤ33sæʔ3tɕy33	tiau33saeq3ciu33	tiau33saeq3ciu33	1	1	ok	ok
pdf124_p246_0001	original_export	train	deen11saeq5ciu52	dẽ11sæʔ5tɕy52	deen11saeq5ciu52	deen11saeq5ciu52	1	1	ok	ok
pdf124_p246_0002	original_export	train	ien33sy55tiq54	iẽ33sy55tiʔ54	ien33sy55tiq54	ien33sy55tiq54	1	1	ok	ok
pdf124_p246_0003	original_export	train	hu335sau55ciu52	hu335sɤ55tɕy52	hu335sau55ciu52	hu335sau55ciu52	1	1	ok	ok
pdf124_p246_0004	original_export	train	tiq3saeq5ciu52	tiʔ3sæʔ5tɕy52	tiq3saeq5ciu52	tiq3saeq5ciu52	1	1	ok	ok
pdf124_p246_0005	original_export	train	se335wu55ciu52	sᴇ335ɦu55tɕy52	se335wu55ciu52	se335wu55ciu52	1	1	ok	ok
pdf124_p246_0006	original_export	train	saeq3deu55ciu52	sæʔ3də55tɕy52	saeq3deu55ciu52	saeq3deu55ciu52	1	1	ok	ok
pdf124_p246_0007	original_export	train	chian33bi55ciu52	tɕʰiaŋ33bi55tɕy52	chian33bi55ciu52	chian33bi55ciu52	1	1	ok	ok
pdf124_p246_0008	original_export	train	ngo11saeq1ciu11	ŋɒ11sæʔ1tɕy11	ngo11saeq1ciu11	ngo11saeq1ciu11	1	1	ok	ok
pdf124_p246_0009	original_export	train	khoq3saeq5ciu52	kʰoʔ3sæʔ5tɕy52	khoq3saeq5ciu52	khoq3saeq5ciu52	1	1	ok	ok
pdf124_p246_0010	original_export	train	toen335min55ciu52	tø̃335miŋ55tɕy52	toen335min55ciu52	toen335min55ciu52	1	1	ok	ok
pdf124_p246_0011	original_export	train	huo33daen33	huɒ33dæ̃33	huo33daen33	huo33daen33	1	1	ok	ok
pdf124_p246_0012	original_export	train	ya11ciu11	ɦia11tɕy11	ya11ciu11	ya11ciu11	1	1	ok	ok
pdf124_p246_0013	original_export	train	veu11sy55ciu52	və11sy55tɕy52	veu11sy55ciu52	veu11sy55ciu52	1	1	ok	ok
pdf124_p246_0014	original_export	train	veu11sy52	və11sy52	veu11sy52	veu11sy52	1	1	ok	ok
pdf124_p246_0015	original_export	train	wan11saon55ciu52	ɦuaŋ11sɒŋ55tɕy52	wan11saon55ciu52	wan11saon55ciu52	1	1	ok	ok
pdf124_p246_0017	original_export	train	wan11saon52	ɦuaŋ11sɒŋ52	wan11saon52	wan11saon52	1	1	ok	ok
pdf124_p246_0018	original_export	train	gho115dzon52	ɦɒ115dzoŋ52	gho115dzon52	gho115dzon52	1	1	ok	ok
pdf124_p246_0019	original_export	train	iau33kua55	iɤ33kua55	iau33kua55	iau33kua55	1	1	ok	ok
pdf124_p246_0020	original_export	train	wu11li55cin52	ɦu11li55tɕiŋ52	wu11li55cin52	wu11li55cin52	1	1	ok	ok
pdf124_p246_0021	original_export	train	doq1ciaq5	doʔ1tɕiaʔ5	doq1ciaq5	doq1ciaq5	1	1	ok	ok
pdf124_p246_0022	original_export	train	tshau335phiau52	tsʰɤ335pʰiɤ52	tshau335phiau52	tshau335phiau52	1	1	ok	ok
pdf124_p246_0023	original_export	train	don11dien52	doŋ11diẽ52	don11dien52	don11dien52	1	1	ok	ok
pdf124_p246_0024	original_export	train	don11paen55	doŋ11pæ̃55	don11paen55	don11paen55	1	1	ok	ok
pdf124_p246_0025	original_export	train	yan231	ɦiaŋ231	yan231	yan231	1	1	ok	ok
pdf124_p246_0026	original_export	train	don11gnin55tsy52	doŋ11ȵiŋ55tsy52	don11gnin55tsy52	don11gnin55tsy52	1	1	ok	ok
pdf125_p247_0000	original_export	train	da11deu11	da11də11	da11deu11	da11deu11	1	1	ok	ok
pdf125_p247_0001	original_export	train	shiau335deu52	ɕiɤ335də52	shiau335deu52	shiau335deu52	1	1	ok	ok
pdf125_p247_0002	original_export	train	in33yan52	iŋ33ɦiaŋ52	in33yan52	in33yan52	1	1	ok	ok
pdf125_p247_0003	original_export	train	lon11yan52	loŋ11ɦiaŋ52	lon11yan52	lon11yan52	1	1	ok	ok
pdf125_p247_0004	original_export	train	koq3phiau55	koʔ3pʰiɤ55	koq3phiau55	koq3phiau55	1	1	ok	ok
pdf125_p247_0005	original_export	train	feen33bi52	fẽ33bi52	feen33bi52	feen33bi52	1	1	ok	ok
pdf125_p247_0006	original_export	train	koq3tsy55	koʔ3tsy55	koq3tsy55	koq3tsy55	1	1	ok	ok
pdf125_p247_0007	original_export	train	ihin33se55don55dien52	hiŋ33sᴇ55doŋ55diẽ52	ihin33se55don55dien52	ihin33se55don55dien52	1	1	ok	ok
pdf125_p247_0008	original_export	train	ihin33se55tshau55phiau52	hiŋ33sᴇ55tsʰɤ55pʰiɤ52	ihin33se55tshau55phiau52	ihin33se55tshau55phiau52	1	1	ok	ok
pdf125_p247_0009	original_export	train	tsau335deu52	tsɤ335də52	tsau335deu52	tsau335deu52	1	1	ok	ok
pdf125_p247_0010	original_export	train	ihin33yon55	hiŋ33ɦioŋ55	ihin33yon55	ihin33yon55	1	1	ok	ok
pdf125_p247_0011	original_export	train	shiau335hu55don52	ɕiɤ335hu55doŋ52	shiau335hu55don52	shiau335hu55don52	1	1	ok	ok
pdf125_p247_0012	original_export	train	shiau335hu55don55dien52	ɕiɤ335hu55doŋ55diẽ52	shiau335hu55don55dien52	shiau335hu55don55dien52	1	1	ok	ok
pdf125_p247_0013	original_export	train	cia33zy55	tɕia33zy55	cia33zy55	cia33zy55	1	1	ok	ok
pdf125_p247_0015	original_export	train	kuon33tsy52	kuoŋ33tsy52	kuon33tsy52	kuon33tsy52	1	1	ok	ok
pdf125_p247_0016	original_export	train	shin33sy55	ɕiŋ33sy55	shin33sy55	shin33sy55	1	1	ok	ok
pdf125_p247_0017	original_export	train	jieu11dzy11	dʑiə11dzy11	jieu11dzy11	jieu11dzy11	1	1	ok	ok
pdf125_p247_0018	original_export	train	seu33zeq5	sə33zᴇʔ5	seu33zeq5	seu33zeq5	1	1	ok	ok
pdf125_p247_0019	original_export	train	cin33tsan33	tɕiŋ33tsaŋ33	cin33tsan33	cin33tsan33	1	1	ok	ok
pdf125_p247_0020	original_export	train	chiau335tson52	tɕʰiɤ335tsoŋ52	chiau335tson52	chiau335tson52	1	1	ok	ok
pdf125_p247_0021	original_export	train	nga11khua11	ŋa11kʰua11	nga11khua11	nga11khua11	1	1	ok	ok
pdf125_p247_0022	original_export	train	dau11ya52	dɤ11ɦia52	dau11ya52	dau11ya52	1	1	ok	ok
pdf125_p247_0023	original_export	train	khe33shiau52	kʰᴇ33ɕiɤ52	khe33shiau52	khe33shiau52	1	1	ok	ok
pdf125_p247_0024	original_export	train	peen335	pẽ335	peen335	peen335	1	1	ok	ok
pdf125_p247_0025	original_export	train	li11	li11	li11	li11	1	1	ok	ok
pdf125_p247_0026	original_export	train	li11shiq1	li11ɕiʔ1	li11shiq1	li11shiq1	1	1	ok	ok
pdf125_p247_0027	original_export	train	dzaen115deu52	dzæ̃115də52	dzaen115deu52	dzaen115deu52	1	1	ok	ok
pdf125_p247_0028	original_export	train	aeq3deu52	æʔ3də52	aeq3deu52	aeq3deu52	1	1	ok	ok
pdf125_p247_0030	original_export	train	taon33deu52	tɒŋ33də52	taon33deu52	taon33deu52	1	1	ok	ok
pdf125_p247_0032	original_export	train	gni11tsy11	ȵi11tsy11	gni11tsy11	gni11tsy11	1	1	ok	ok
pdf125_p247_0033	original_export	train	tsy335san55weq54	tsy335saŋ55ɦuᴇʔ54	tsy335san55weq54	tsy335san55weq54	1	1	ok	ok
pdf125_p247_0034	original_export	train	gni11ciaq1	ȵi11tɕiaʔ1	gni11ciaq1	gni11ciaq1	1	1	ok	ok
pdf125_p247_0035	original_export	train	fon33gnien52	foŋ33ȵiẽ52	fon33gnien52	fon33gnien52	1	1	ok	ok
pdf126_p248_0000	original_export	val	tsa33gnien52	tsa33ȵiẽ52	tsa33gnien52	tsa33gnien52	1	1	ok	ok
pdf126_p248_0001	original_export	train	tsa33huaon52	tsa33huɒŋ52	tsa33huaon52	tsa33huaon52	1	1	ok	ok
pdf126_p248_0002	original_export	val	soen33boen33	sø̃33bø̃33	soen33boen33	soen33boen33	1	1	ok	ok
pdf126_p248_0003	original_export	val	tsheon33	tsʰəŋ33	tsheon33	tsheon33	1	1	ok	ok
pdf126_p248_0004	original_export	val	tsheon33huo33	tsʰəŋ33huɒ33	tsheon33huo33	tsheon33huo33	1	1	ok	ok
pdf126_p248_0005	original_export	val	tsheon33baon33	tsʰəŋ33bɒŋ33	tsheon33baon33	tsheon33baon33	1	1	ok	ok
pdf126_p248_0006	original_export	val	tsheon33gnieu33	tsʰəŋ33ȵiə33	tsheon33gnieu33	tsheon33gnieu33	1	1	ok	ok
pdf126_p248_0007	original_export	val	tsheon33keu33	tsʰəŋ33kə33	tsheon33keu33	tsheon33keu33	1	1	ok	ok
pdf126_p248_0008	original_export	val	tsheon33boen33	tsʰəŋ33bø̃33	tsheon33boen33	tsheon33boen33	1	1	ok	ok
pdf126_p248_0009	original_export	val	tsheon33dzy33deu33	tsʰəŋ33dzy33də33	tsheon33dzy33deu33	tsheon33dzy33deu33	1	1	ok	ok
pdf126_p248_0010	original_export	val	de11tsheon55	dᴇ11tsʰəŋ55	de11tsheon55	de11tsheon55	1	1	ok	ok
pdf126_p248_0011	original_export	val	paon335	pɒŋ335	paon335	paon335	1	1	ok	ok
pdf126_p248_0012	original_export	val	paon335tsheon52	pɒŋ335tsʰəŋ52	paon335tsheon52	paon335tsheon52	1	1	ok	ok
pdf126_p248_0013	original_export	train	tseen33tsy33	tsẽ33tsy33	tseen33tsy33	tseen33tsy33	1	1	ok	ok
pdf126_p248_0014	original_export	val	tshaq45	tsʰaʔ45	tshaq45	tshaq45	1	1	ok	ok
pdf126_p248_0015	original_export	val	tien33	tiẽ33	tien33	tien33	1	1	ok	ok
pdf126_p248_0016	original_export	train	tien33daon33	tiẽ33dɒŋ33	tien33daon33	tien33daon33	1	1	ok	ok
pdf126_p248_0017	original_export	train	tien33mien33	tiẽ33miẽ33	tien33mien33	tien33mien33	1	1	ok	ok
pdf126_p248_0018	original_export	train	phu33mien55	pʰu33miẽ55	phu33mien55	phu33mien55	1	1	ok	ok
pdf126_p248_0019	original_export	val	jiu11the11	dʑy11tʰᴇ11	jiu11the11	jiu11the11	1	1	ok	ok
pdf126_p248_0020	original_export	val	jiu11seen11	dʑy11sẽ11	jiu11seen11	jiu11seen11	1	1	ok	ok
pdf126_p248_0021	original_export	val	thaen33deu52	tʰæ̃33də52	thaen33deu52	thaen33deu52	1	1	ok	ok
pdf126_p248_0022	original_export	val	tsau33ba52	tsɤ33ba52	tsau33ba52	tsau33ba52	1	1	ok	ok
pdf126_p248_0023	original_export	val	kuaon335ka52	kuɒŋ335ka52	kuaon335ka52	kuaon335ka52	1	1	ok	ok
pdf126_p248_0024	original_export	train	ma11shian11	ma11ɕiaŋ11	ma11shian11	ma11shian11	1	1	ok	ok
pdf126_p248_0025	original_export	val	hu33seoq3	hu33səʔ3	hu33seoq3	hu33seoq3	1	1	ok	ok
pdf126_p248_0026	original_export	val	peen335tseq5hu52	pẽ335tsᴇʔ5hu52	peen335tseq5hu52	peen335tseq5hu52	1	1	ok	ok
pdf126_p248_0028	original_export	train	chi335mo55hu52	tɕʰi335mɒ55hu52	chi335mo55hu52	chi335mo55hu52	1	1	ok	ok
pdf127_p249_0000	original_export	test	koq3hu55	koʔ3hu55	koq3hu55	koq3hu55	1	1	ok	ok
pdf127_p249_0001	original_export	train	ba11tsy55	ba11tsy55	ba11tsy55	ba11tsy55	1	1	ok	ok
pdf127_p249_0002	original_export	train	zy113	zy113	zy113	zy113	1	1	ok	ok
pdf127_p249_0003	original_export	test	mi115tien52	mi115tiẽ52	mi115tien52	mi115tien52	1	1	ok	ok
pdf127_p249_0004	original_export	test	lian11tien55	liaŋ11tiẽ55	lian11tien55	lian11tien55	1	1	ok	ok
pdf127_p249_0005	original_export	test	fu33zeoq3tien33	fu33zəʔ3tiẽ33	fu33zeoq3tien33	fu33zeoq3tien33	1	1	ok	ok
pdf127_p249_0006	original_export	test	neen11hu55tien52	nẽ11hu55tiẽ52	neen11hu55tien52	neen11hu55tien52	1	1	ok	ok
pdf127_p249_0007	original_export	test	shiau335tshe55dzan52	ɕiɤ335tsʰᴇ55dzaŋ52	shiau335tshe55dzan52	shiau335tshe55dzan52	1	1	ok	ok
pdf127_p249_0008	original_export	test	tshe33dzan33	tsʰᴇ33dzaŋ33	tshe33dzan33	tshe33dzan33	1	1	ok	ok
pdf127_p249_0009	original_export	test	gnio11tien11	ȵiɒ11tiẽ11	gnio11tien11	gnio11tien11	1	1	ok	ok
pdf127_p249_0010	original_export	test	paq3hu55san52	paʔ3hu55saŋ52	paq3hu55san52	paq3hu55san52	1	1	ok	ok
pdf127_p249_0011	original_export	test	the33i55tien52	tʰᴇ33i55tiẽ52	the33i55tien52	the33i55tien52	1	1	ok	ok
pdf127_p249_0012	original_export	test	vaen11tien55	væ̃11tiẽ55	vaen11tien55	vaen11tien55	1	1	ok	ok
pdf127_p249_0013	original_export	test	kuoen335tsy52	kuø̃335tsy52	kuoen335tsy52	kuoen335tsy52	1	1	ok	ok
pdf127_p249_0014	original_export	test	kuoen335tsy55tien52	kuø̃335tsy55tiẽ52	kuoen335tsy55tien52	kuoen335tsy55tien52	1	1	ok	ok
pdf127_p249_0015	original_export	test	dzo11kuoen55	dzɒ11kuø̃55	dzo11kuoen55	dzo11kuoen55	1	1	ok	ok
pdf127_p249_0016	original_export	test	li115kuoen52	li115kuø̃52	li115kuoen52	li115kuoen52	1	1	ok	ok
pdf127_p249_0017	original_export	test	khaq3dzaen55	kʰaʔ3dzæ̃55	khaq3dzaen55	khaq3dzaen55	1	1	ok	ok
pdf127_p249_0018	original_export	test	shieu33ya33tien33	ɕiə33ɦia33tiẽ33	shieu33ya33tien33	shieu33ya33tien33	1	1	ok	ok
pdf127_p249_0019	original_export	test	gnioeq1seq5	ȵiøʔ1sᴇʔ5	gnioeq1seq5	gnioeq1seq5	1	1	ok	ok
pdf127_p249_0020	original_export	train	wen115daon52	ɦuẽ115dɒŋ52	wen115daon52	wen115daon52	1	1	ok	ok
pdf127_p249_0021	original_export	test	li115faeq5tien52	li115fæʔ5tiẽ52	li115faeq5tien52	li115faeq5tien52	1	1	ok	ok
pdf127_p249_0022	original_export	test	thi33deu33tien33	tʰi33də33tiẽ33	thi33deu33tien33	thi33deu33tien33	1	1	ok	ok
pdf127_p249_0023	original_export	test	thi33deu33taen33	tʰi33də33tæ̃33	thi33deu33taen33	thi33deu33taen33	1	1	ok	ok
pdf127_p249_0024	original_export	test	shiu33tien55	ɕy33tiẽ55	shiu33tien55	shiu33tien55	1	1	ok	ok
pdf127_p249_0025	original_export	test	tsau33shian33kuoen33	tsɤ33ɕiaŋ33kuø̃33	tsau33shian33kuoen33	tsau33shian33kuoen33	1	1	ok	ok
pdf127_p249_0026	original_export	test	tsau33shian33tien33	tsɤ33ɕiaŋ33tiẽ33	tsau33shian33tien33	tsau33shian33tien33	1	1	ok	ok
pdf127_p249_0027	original_export	test	shi33yoen33	ɕi33ɦiø̃33	shi33yoen33	shi33yoen33	1	1	ok	ok
pdf127_p249_0028	original_export	test	yoen11	ɦiø̃11	yoen11	yoen11	1	1	ok	ok
pdf127_p249_0029	original_export	test	shi33kuoen33	ɕi33kuø̃33	shi33kuoen33	shi33kuoen33	1	1	ok	ok
pdf128_p250_0001	original_export	train	dien11in11yoen11	diẽ11iŋ11ɦiø̃11	dien11in11yoen11	dien11in11yoen11	1	1	ok	ok
pdf128_p250_0002	original_export	train	daon11tsy55	dɒŋ11tsy55	daon11tsy55	daon11tsy55	1	1	ok	ok
pdf128_p250_0003	original_export	train	taon33tien55	tɒŋ33tiẽ55	taon33tien55	taon33tien55	1	1	ok	ok
pdf128_p250_0004	original_export	train	ma115ciu52	ma115tɕy52	ma115ciu52	ma115ciu52	1	1	ok	ok
pdf128_p250_0005	original_export	train	khaq3wu55	kʰaʔ3ɦu55	khaq3wu55	khaq3wu55	1	1	ok	ok
pdf128_p250_0006	original_export	train	kuoen33tson55	kuø̃33tsoŋ55	kuoen33tson55	kuoen33tson55	1	1	ok	ok
pdf128_p250_0007	original_export	train	thin33tson33	tʰiŋ33tsoŋ33	thin33tson33	thin33tson33	1	1	ok	ok
pdf128_p250_0008	original_export	train	kuoq3cia52	kuoʔ3tɕia52	kuoq3cia52	kuoq3cia52	1	1	ok	ok
pdf128_p250_0009	original_export	train	kuoq3du55	kuoʔ3du55	kuoq3du55	kuoq3du55	1	1	ok	ok
pdf128_p250_0010	original_export	train	peen335kuoq54	pẽ335kuoʔ54	peen335kuoq54	peen335kuoq54	1	1	ok	ok
